_total_score,name,slug,is_featured,archetype,title,company,location,specialties,persona_fit,origin_country,associated_countries,description,experience,experience_tiles,website,contact,image,is_active,is_anonymous,location_id,_source_row
20.0,Stephen Biesty,stephen-biesty,False,International Founder,Founder & CEO,Parlai Communications Group,"Sydney, New South Wales, Australia",International Founder; Technology / Product,both,ireland,ireland; australia,"Founder & CEO @ Parlai | Where Artificial Intelligence (AI) meets Secure Correctional Communications · Founder and executive technology leader at Parlai, an Australian Communications Services Provider (CSP) providing AI-driven, secure communications through a SaaS platform trusted by Enterprise and Government customers across the correctional services industry.Specialising in advanced voice, video, and messaging solutions powered by AI to deliver real-time insights, behavioral analysis, and intelligent moderation at scale.Passionate about transforming how organizations communicate — securely, int",Senior operator with extensive ANZ market experience.,"[{""name"": ""Parlai Communications Group""}, {""name"": ""Nuamedia""}]",https://linkedin.com/in/stephenbiesty,,,True,False,,Stephen Biesty
20.0,Alan FitzGerald,alan-fitzgerald,False,International Founder,Founder & Fractional CTO for accounting firms,Practice Connections Advisory,"Melbourne, Victoria, Australia",International Founder; Technology / Product,both,ireland,ireland; australia,"Helping accounting firms access the technology guidance they deserve with a solution-agnostic approach. · ""An hour with me can save your firm weeks of wasted time, money, and stress.""For over 10 years, I’ve helped accounting and advisory firms upgrade from outdated systems like MYOB, APS, and Handisoft to modern, best-in-breed solutions that actually work for their business — without vendor bias, commissions, or hidden agendas.Too often, I’m called in after a failed or over-budget rollout. My advice? Involve me before you sign contracts or commit to a technology change — it’s the difference between",10+ years operating experience in ANZ and international markets.,"[{""name"": ""Practice Connections Advisory""}, {""name"": ""Intapp""}]",https://linkedin.com/in/alanrfitzgerald,,,True,False,,Alan FitzGerald
20.0,Órla Harkin,orla-harkin,False,International Founder,Founder & Principal,Harkin Consulting,"Wellington, Wellington, New Zealand",International Founder; Market Research / Strategy; Cross-border,both,ireland,ireland; australia,"Strategic Executive | Digital Trust & Identity | Future-Focused Leadership | COO-Style Advisor | Global Strategy & Governance · Strategic Executive | Digital Trust & Identity | Future-Focused Leadership | COO-Style Advisor | Global Strategy & GovernanceI’m a strategic executive and governance expert with nearly 20 years of experience leading large-scale transformation, digital investment, and policy reform across government, infrastructure, and finance sectors — in Aotearoa New Zealand and globally.Originally trained as a barrister, I bring deep expertise in risk, compliance, and corporate governance — evolving into a CO",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Harkin Consulting""}, {""name"": ""Stats NZ""}]",https://linkedin.com/in/orla-harkin,,,True,False,,Órla Harkin
20.0,Laurie Price,laurie-price,False,Active Advisor,"Principal Consultant, International Trade & Investment",Foley,"Sydney, New South Wales, Australia",Active Advisor; Trade & Government; Cross-border,international_entrant,,australia,Strategic Trade & Investment Advisory | Business Growth & Expansion Specialist,Senior operator with extensive ANZ market experience.,"[{""name"": ""Foley""}, {""name"": ""IBG Global""}]",https://linkedin.com/in/lauriecprice,,,True,False,,Laurie Price
20.0,Troy Toohey,troy-toohey,False,Trade & Government,Trade Manager,Global Victoria,Greater Melbourne Area,Trade & Government; Cross-border,international_entrant,,australia,"Trade Manager | Technology at Global Victoria Based in ANZ, working with Troy's network across the region.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Global Victoria""}, {""name"": ""Troy Toohey""}]",https://linkedin.com/in/troytoohey,,,True,False,,Troy Toohey
20.0,Sarah Quigley,sarah-quigley,False,Trade & Government,A/Consul General of Canada,Global Affairs Canada | Affaires mondiales Canada,"Sydney, New South Wales, Australia",Trade & Government; Cross-border,international_entrant,canada,canada; australia,"A/ Consul General at the Consulate General of Canada, Sydney at Global Affairs Canada | Affaires mondiales Canada · Through our presence in more than 160 cities worldwide, the Canadian Trade Commissioner Service (TCS) provides Canadian organizations with on-the-ground intelligence and practical advice on foreign markets that help thousands of companies each year tackle concrete problems and pursue opportunities in foreign markets. We have privileged access to foreign governments, key business leaders and decision-makers because we are part of Canada’s embassies and consulates. Our business contacts include po",Senior operator with extensive ANZ market experience.,"[{""name"": ""Global Affairs Canada | Affaires mondiales Canada""}, {""name"": ""Blake, Cassels & Graydon LLP""}]",https://linkedin.com/in/sarah-quigley-03a2511b0,,,True,False,,Sarah Quigley
20.0,Cian Mcloughlin,cian-mcloughlin,False,International Founder,CEO,Trinity,Greater Sydney Area,International Founder; Sector Expert: SaaS; Cross-border; Recognised Industry Leader,both,ireland,ireland; australia,"Founder & CEO Trinity | Amazon Bestselling Author | LinkedIn Top Voice | Top 50 Sales Keynote Speaker | Global Win Loss Expert On Complex, High Vale Enterprise Sales · With over 20 years of B2B sales experience, I have a passion for helping sales-focused organizations improve their performance and profitability. I founded Usetrinity.com, a SaaS platform that automates win/loss analysis and customer feedback, and Trinity Perspectives, a consulting firm that provides sales transformation and training services.As an Amazon #1 bestselling author, award-winning blogger, and Top 50 sales keynote speaker, I share my insights and expertise on topics such as social sel",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Trinity""}, {""name"": ""SAP""}]",https://linkedin.com/in/cianmcloughlin,,,True,False,,Cian Mcloughlin
20.0,Cameron Owens,cameron-owens,False,International Founder,Co-Founder & Chief Operating Officer,Rello,"Melbourne, Victoria, Australia",International Founder; Fintech Founder; Cross-border,both,usa,usa; australia,"Founder / Investor / Advisor to early stage and scale up technology businesses across AI, finance, property and martech operating in Australian and international markets including the USA and Japan · As a seasoned founder and growth executive, I bring over 20 years of expertise in driving strategic sales and successfully scaling businesses across diverse industries and global regions, with a particular focus on the Australian, USA and Japanese markets. My track record includes impactful roles at renowned organizations such as Shell, GE, and Nab, coupled with a passion for founding and scaling startup ventures. I am not only an investor in early-stage ventures, specializing in Ai, fintech, pr",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Rello""}, {""name"": ""Shirofune""}]",https://linkedin.com/in/cameronowens,,,True,False,,Cameron Owens
20.0,Andrea Plawutsky,andrea-plawutsky,False,Trade & Government,Director,Amplify Me Pty Ltd,Greater Newcastle Area,Trade & Government; HR / Talent; Cross-border; Recognised Industry Leader,functional_expert,uk,uk; australia,"Helping people, places & businesses thrive | Director, Amplify Me, GAICD · I've had the privilege of working with a really diverse and exciting range of clients, large and small, over the past 20+ years - and I hope to continue for the next 20!I've brought them an equally diverse skill set... with experience in international business expansion, travel and tourism strategy, training and facilitation, marketing, public relations and communications, and engagement with Asia. I've delivered festivals and events, acting in an executive producer capacity to reactive spaces a",Senior operator with extensive ANZ market experience.,"[{""name"": ""Amplify Me Pty Ltd""}, {""name"": ""Haymarket HQ""}]",https://linkedin.com/in/andreaplawutsky,,,True,False,,Andrea Plawutsky
19.5,Lydia R.,lydia-r,False,Trade & Government,"Director, Australia / New Zealand",Enterprise Ireland,"Sydney, New South Wales, Australia",Trade & Government,international_entrant,ireland,ireland; australia,"Director, Australia / New Zealand at Enterprise Ireland",Senior operator with extensive ANZ market experience.,"[{""name"": ""Enterprise Ireland""}, {""name"": ""Aurivo Co-operative Society Limited""}]",https://linkedin.com/in/lydia-r,,,True,False,,Lydia R.
19.5,Dan Jovevski,dan-jovevski,False,International Founder,Founder & CEO,WeMoney,Greater Perth Area,International Founder; Fintech Founder,international_entrant,usa,usa; australia,"Founder & CEO at WeMoney · We’re #HIRING at WeMoney!Build with us. Helping Aussies pay down debt faster. Over 1M+ downloads and growing.If you're keen to solve real problems and build with purpose — come join us.Read Building Australia’s Financial Future — www.wemoney.com.au/letter-to-buildersDM me or check out open roles!#WeMoney #Hiring #Fintech #BuildWithUsPassionate FinTech entrepreneur (with an exit), transformational leader, technologist, focused on driving results across end-to-end value chains in financial se",Senior operator with extensive ANZ market experience.,"[{""name"": ""WeMoney""}, {""name"": ""Strategica.io""}]",https://linkedin.com/in/danieljovevski,,,True,False,,Dan Jovevski
19.5,Martin McCann,martin-mccann,False,International Founder,Founder and CEO,Trade Ledger™,"Sydney, New South Wales, Australia",International Founder; Technology / Product,international_entrant,uk,uk; australia,"Founder and CEO @ Trade Ledger™ | Driving Business Growth · I am an entrepreneur and strategic advisor dedicated to helping commercial banks modernise through Enterprise AI. As the Founder and CEO of Trade Ledger™ for nearly a decade, I built a digital platform that redefined cash flow lending through unparalleled access to real-time B2B transaction data.My mission has evolved alongside the technology: I lead AI vision and strategy, helping banks transition from traditional lending models to AI-driven enterprise architectures. By drawing on my expertise",Senior operator with extensive ANZ market experience.,"[{""name"": ""Trade Ledger\u2122""}, {""name"": ""The Digital Institute""}]",https://linkedin.com/in/mccannmartin,,,True,False,,Martin McCann
19.5,Paul Dimond,paul-dimond,False,Active Advisor,Head of GTM (APAC),Halcyon Knights,Greater Melbourne Area,Active Advisor; HR / Talent,international_entrant,uk,uk; australia,"Exec Hiring & GTM Team Builder | SaaS and Tech | Asia-Pacific · As Head of GTM Recruitment at Halcyon Knights, I lead an experienced team dedicated to building high-performing go-to-market functions across the technology ecosystem. We partner with VC-backed, fast-growth startups, established technology companies, and leading service providers to recruit exceptional CROs, VP Sales, Account Executives, Pre-Sales Specialists, and Customer Success leaders.Our team has created more partnerships with groundbreaking startups and tech powerhouses than any other in t",Senior operator with extensive ANZ market experience.,"[{""name"": ""Halcyon Knights""}, {""name"": ""Certus Recruitment Group""}]",https://linkedin.com/in/apactech,,,True,False,,Paul Dimond
19.5,Cindy Callander,cindy-callander,False,Trade & Government,Senior Trade Specialist,Scottish Development International,Greater Melbourne Area,Trade & Government,international_entrant,usa,usa; australia,"Senior Trade Specialist, Science and Technology · I am an economic development, trade, strategy and governance expert with 24 years' experience in public and private sector service delivery industries and 18 years' in management. During my career, I have utilised networks and cross agency relationships to deliver advice and projects and operationalise strategy in the fields of precinct development, international education, trade and investment and governance. I have managed government budgets in local and state sectors and successfully led team",Senior operator with extensive ANZ market experience.,"[{""name"": ""Scottish Development International""}, {""name"": ""Global Victoria""}]",https://linkedin.com/in/cindycallander,,,True,False,,Cindy Callander
19.5,Samantha Warner,samantha-warner,False,Trade & Government,Assistant Market Advisor,Enterprise Ireland,Greater Sydney Area,Trade & Government; Cross-border,international_entrant,,australia,"Assistant Market Advisor at Enterprise Ireland · I am an Assistant Market Advisor at Enterprise Ireland, the trade and innovation agency of the Irish government.My core competencies include Communication, market research, and project management. I assist in identifying and developing market opportunities, creating and executing market entry and expansion strategies, and building and maintaining strong relationships with key stakeholders. I also assist in coordinating events for Enterprise Ireland ANZ and am Office Manager for the Sydney office",Senior operator with extensive ANZ market experience.,"[{""name"": ""Enterprise Ireland""}, {""name"": ""SMEC""}]",https://linkedin.com/in/samantha-warner-3b326591,,,True,False,,Samantha Warner
19.5,Tess Thomas,tess-thomas,False,Trade & Government,Associate Director,Premier's Department NSW,Greater Sydney Area,Trade & Government; Cross-border,international_entrant,uk,uk; australia,"Associate Director, Strategic Advisory & Concierge, Investment Delivery Authority · An accomplished leader with over 10 years’ experience across the UK, Australia, NZ and South America in project management, facilitation, strategic thinking and business development. I apply business acumen and analytical rigour to assist organisations with their international expansion plans. I have a deep understanding of the Aus-UK business synergies, particularly in FinTech and Capital Investment. In my current role, I manage small teams to provide tailored solutions to businesses of differe",10+ years operating experience in ANZ and international markets.,"[{""name"": ""Premier's Department NSW""}, {""name"": ""Investment NSW""}]",https://linkedin.com/in/tlaroo,,,True,False,,Tess Thomas
19.5,Mantas Aleksiejevas,mantas-aleksiejevas,False,International Founder,CEO & Co-Founder,Cor,Australia,International Founder; Technology / Product,both,uk,uk; australia,"CEO & Co-Founder at Cor | Building Obi, Voice AI Agent for Customer Onboarding & Activation · I started my career helping startups grow. At Google, I built and ran startup growth programs across Europe, working with companies in fintech, e-commerce, travel, gaming, cybersecurity, and SaaS. Later, I moved into commercial leadership roles at three growth-stage ventures in finance, real estate, and marketplaces.One thing became clear: customer retention and expansion were always the hardest problems. Companies threw people at the problem, but it didn’t scale.That’s why I co-founded Cor. We’",Senior operator with extensive ANZ market experience.,"[{""name"": ""Cor""}, {""name"": ""Breezit""}]",https://linkedin.com/in/mantasaleks,,,True,False,,Mantas Aleksiejevas
19.5,Brendan Widdowson,brendan-widdowson,False,Trade & Government,Chief Commercial Officer,Banjo - Business Loans,Greater Melbourne Area,Trade & Government; Sales / GTM,international_entrant,uk,uk; australia,"Chief Commercial Officer at Banjo · An established business development leader in the fintech sector, with proven experience across payments, open banking, lending and data & analytics in Australia and Europe.Entrepreneurially driven and passionate about helping businesses, has defined and implemented go-to-market strategies, built sales and marketing teams, developed partnerships and won new business at SME to enterprise level – helping to establish and scale multiple fintech businesses.M: 0409433910 E: bwiddowson@banjoloans.com",Senior operator with extensive ANZ market experience.,"[{""name"": ""Banjo - Business Loans""}, {""name"": ""Fire""}]",https://linkedin.com/in/bjwiddowson,,,True,False,,Brendan Widdowson
19.5,Andrew Porter,andrew-porter,False,Trade & Government,Chief Commercial Officer,Flash Payments,"Sydney, New South Wales, Australia",Trade & Government; Sales / GTM,international_entrant,uk,uk; australia,"Chief Commercial Officer | Non-Executive Director | Advisor | Investor · Experienced business leader, company director, and board advisor, with particular expertise in developing and driving disruptive Fintech startups. A proven track record of working closely with smart and innovative entrepreneurs and CEOs, to scale small startups into large organisations. Have established and run overseas offices for three global Fintech businesses.Active early stage investor and advisor working with innovative Fintech, Lawtech and Blockchain startups.⭐️ Played a key role in helpi",Senior operator with extensive ANZ market experience.,"[{""name"": ""Flash Payments""}, {""name"": ""OKX""}]",https://linkedin.com/in/andrewiporter,,,True,False,,Andrew Porter
19.5,Mark Ellis,mark-ellis,False,Scaled Founder,Chief of Staff,Salient Group,"Sydney, New South Wales, Australia",Scaled Founder; Sector Expert: SaaS,international_entrant,uk,uk; australia,"Chief of Staff @ Salient | Recruitment | SaaS | Tech | GTM | Start Ups | VCs | Partnerships · I'm a Belfast-born Recruiter now based in Sydney, working with Salient — APAC’s first SaaS recruitment agency.What We Do at Salient:We’re a specialist tech and sales recruitment partner for SaaS and tech-centred companies across Australia, Southeast Asia, Japan & the Middle East.From seed stage to scale-up, we help high-growth businesses find exceptional talent across:• Sales• Product• Engineering• Customer Success• Post-SalesFounded in 2008, we’ve been at the forefront of tech hiring in APAC fo",Senior operator with extensive ANZ market experience.,"[{""name"": ""Salient Group""}, {""name"": ""Lendlease""}]",https://linkedin.com/in/markadamellis,,,True,False,,Mark Ellis
19.5,Yanir Yakutiel ️,yanir-yakutiel,False,International Founder,Founder & CEO,Lumi,Greater Sydney Area,International Founder; Fintech Founder,both,france,france; australia,"Founder & CEO at Lumi · We have a saying at Lumi: ""With us, you're not a loan."" We're a FinTech disruptor that doesn't speak, think or act like a bank. This is the essence of what drives us to offer superior funding solutions to our clients. We harness real-time big data to assess creditworthiness for SMEs that are experiencing difficulty securing finance from banks and traditional lenders. This allows us to offer an alternative source of capital to small business; a new way to manage their cash flow and enable future",Senior operator with extensive ANZ market experience.,"[{""name"": ""Lumi""}, {""name"": ""Sail Finance""}]",https://linkedin.com/in/yaniryakutiel,,,True,False,,Yanir Yakutiel ️
19.5,Binh Rey,binh-rey,False,Active Advisor,General Manager,Applied Marks,"Melbourne, Victoria, Australia",Active Advisor; Legal,international_entrant,uk,uk; australia,"Managing Director, Applied Marks ● Trade Mark Attorney with branding expertise ● Expertise in branding, former marketer turned Trade Mark Attorney ● Queen of Trade Marks® ● Speaker & Trainer ● Executive Board member · When you protect your brand, you protect your future success. That’s why trademarks and brand protections are not just for big, multi-national companies. Every business has the right to operate without the fear of infringement. With over 15 years of marketing industry experience, 12 years of trademark industry experience, and over 1,500 trademarks filed, I inform, empower, and protect businesses of all sizes as General Manager at Applied Marks. Applied Marks is a leading provider of online trade",15+ years operating experience in ANZ and international markets.,"[{""name"": ""Applied Marks""}, {""name"": ""Business Blueprint""}]",https://linkedin.com/in/binhrey,,,True,False,,Binh Rey
19.5,Louise Lysaght,louise-lysaght,False,Active Advisor,Global Head of Digital Engagment,Employment Hero,Greater Melbourne Area,Active Advisor; Company Setup / EOR; Cross-border,international_entrant,ireland,ireland; australia,"VP CX and Digital Experience | GTM | Revenue Growth | Customer Success and Account Management | Strategy | Executive Leadership · Customer Experience Professional and Evangelist, Passionate Customer and People centred Business Transformation Leader",Senior operator with extensive ANZ market experience.,"[{""name"": ""Employment Hero""}, {""name"": ""HotDoc""}]",https://linkedin.com/in/louise-lysaght-60845822,,,True,False,,Louise Lysaght
19.5,Jaco Veldsman,jaco-veldsman,False,International Founder,Global Head of Non-FX Revenue,OFX,Australia,International Founder; Fintech Founder; Cross-border,both,south_africa,south_africa; australia,"Taking Spend Management Global with OFX | Co Founder of Paytron | Receive, Manage, Approve, Spend | Twitter: @jacoveldsman · There are few things in life more rewarding than helping another human being.",Senior operator with extensive ANZ market experience.,"[{""name"": ""OFX""}, {""name"": ""Paytron""}]",https://linkedin.com/in/jacov,,,True,False,,Jaco Veldsman
19.5,Bertrand Raoult,bertrand-raoult,False,Trade & Government,Senior Regional Manager - Australia,Export Development Canada | Exportation et développement Canada,"Clovelly, New South Wales, Australia",Trade & Government; Cross-border,international_entrant,,australia,"Senior Regional Manager - Australia at Export Development Canada · A MBA qualified senior accounts and sales professional with 26 years international experience, I have a proven track record of delivering growth and profitability through building long-term relationships with clients, based on credibility, trust and openness.Comfortable working at all levels of organisations, I have developed strong negotiation, presentation and stakeholder management skills that have been key factors in delivering value to both my employers and clients. Commercially astute, wit",Senior operator with extensive ANZ market experience.,"[{""name"": ""Export Development Canada | Exportation et d\u00e9veloppement Canada""}, {""name"": ""Trade Commissioner Service | Service des d\u00e9l\u00e9gu\u00e9s commerciaux""}]",https://linkedin.com/in/bertrandraoult,,,True,False,,Bertrand Raoult
19.5,Melissa Wharton,melissa-wharton,False,Trade & Government,Chief Executive Officer,Canadian Australian Chamber of Commerce,Greater Sydney Area,Trade & Government; Cross-border,international_entrant,,australia,"CEO | Helping Business & Government Leaders Navigate Cross-Border Trade With Speed, Clarity & Commercial Impact · Melissa Wharton is the CEO of the Canadian-Australian Chamber of Commerce (CACC) — the only bilateral trade organisation operating in both countries — connecting a cross-border network of 6,500+ business leaders, innovators, and policymakers.For over 20 years, the CACC has been a trusted bridge between policy and commerce, helping governments and corporates navigate the complexities of international trade. Backed by a team of 100 active volunteers across Canada and Australia, the Chamber deliver",20+ years operating experience in ANZ and international markets.,"[{""name"": ""Canadian Australian Chamber of Commerce""}, {""name"": ""Mad Mex""}]",https://linkedin.com/in/melissawharton,,,True,False,,Melissa Wharton
19.5,Sarah Nolet,sarah-nolet,False,International Founder,Co-Founder & General Partner,Tenacious Ventures,Australia,International Founder; Fundraising / Investment,local_startup,usa,usa; australia,"Co-Founder and Managing Partner — Tenacious Ventures Group · Sarah Nolet is an internationally recognized food systems innovation expert and co-founder of Tenacious Ventures, a high-support, high conviction, sector-specific agrifood tech venture firm. Sarah has been instrumental in building the early stage agtech ecosystem - from advising dozens of startups, designing accelerator programs and consulting to established agribusinesses, to helping industry, universities and government develop and implement forward-looking initiatives in food system innovatio",Senior operator with extensive ANZ market experience.,"[{""name"": ""Tenacious Ventures""}, {""name"": ""AgTech...So What? Podcast""}]",https://linkedin.com/in/svnolet,,,True,False,,Sarah Nolet
19.5,Ram Gorlamandala,ram-gorlamandala,False,Scaled Founder,Founder & CEO,Tat Capital - Powering Growth with Purpose,Greater Sydney Area,Scaled Founder; Fundraising / Investment; Cross-border,international_entrant,,australia,"Founder & CEO @ Tat Capital | Non Executive Director I Family Offices I Venture Capital & Private Equity I Australia and India -Market access I Investment Banking I Angel Investor · As the Founder &amp; CEO of Tat Capital, I bring over 12 years of experience in cross-border advisory and investment, specializing in capital raising, M&amp;A, and market entry strategies between Australia, New Zealand, and the Indian subcontinent. Tat Capital’s ecosystem of family offices, institutional investors, and venture funds supports transformative growth opportunities and fosters strategic global partnerships. Currently serving as a Non Executive Director at 20Cube Logistics, I offer gu",12+ years operating experience in ANZ and international markets.,"[{""name"": ""Tat Capital - Powering Growth with Purpose""}, {""name"": ""20Cube Logistics""}]",https://linkedin.com/in/ramnaresh,,,True,False,,Ram Gorlamandala
19.5,Eoin Hughes,eoin-hughes,False,Trade & Government,Market Advisor - Agribusiness & Waste Sustainability,Enterprise Ireland Australia & New Zealand,"Melbourne, Victoria, Australia",Trade & Government; Cross-border,international_entrant,france,france; australia,"Market Advisor - Agribusiness & Waste Sustainability at Enterprise Ireland Australia/New Zealand · Enterprise Ireland is the Irish government agency responsible for the development and growth of Irish enterprises in world markets. The EI A/NZ team assists innovative Irish companies from a wide range of industry sectors with market entry and support services across Australia and New Zealand.In my current role, I support Irish companies servicing the Agriculture sectors in Australia and New Zealand with agricultural machinery and equipment, agritech devices and software, animal products and sup",Senior operator with extensive ANZ market experience.,"[{""name"": ""Enterprise Ireland Australia & New Zealand""}]",https://linkedin.com/in/eoinhughes,,,True,False,,Eoin Hughes
19.5,Eoin Keating,eoin-keating,False,Trade & Government,Regional Director - Sales - A/NZ Region,Fenergo,"Sydney, New South Wales, Australia",Trade & Government; Sales / GTM; Cross-border,international_entrant,ireland,ireland; australia,"Delivering AI-Powered FinCrime Operating Systems · Enterprise AI / SaaS Sales GTM Leader | Trusted Partner for Transformation | C-Suite AdvisorWith 20+ years’ experience scaling enterprise technology across Australia, New Zealand, and Europe, I help organisations adopt breakthrough solutions that deliver business impact. My specialisation lies in enterprise SaaS, AI, generative AI adoption, regulatory/financial tech, healthcare and public sector. In my current role leading sales for the A/NZ region at Fenergo, I’ve closed multi-year Enterprise S",Senior operator with extensive ANZ market experience.,"[{""name"": ""Fenergo""}, {""name"": ""DXC Practice for Oracle""}]",https://linkedin.com/in/eoinkeating,,,True,False,,Eoin Keating
19.0,Peter van Bruchem,peter-van-bruchem,False,Scaled Founder,Chief Startup Evangelist and Co-Founder,Techboard,Greater Perth Area,Scaled Founder; Fundraising / Investment,both,,australia,"Building Australia's best data service on investment and investors in Startup and Tech cos, blending announced deal data with data from companies' non-confidential lodgements the Australia's Corporate Regulator. · I am passionate about growing the Australian tech startup scene.I am an excellent lateral thinker with great skills in assisting founders refine their business ideas and where necessary pivoting an idea or concept to one that has much better chance of flying. I have a good understanding of how to structure startup businesses into something that investors are going to find more interesting and I can help you refine your pitch to get that investment as well as introduce you to potential investors.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Techboard""}, {""name"": ""Tech Council of Australia""}]",https://linkedin.com/in/petervanb,,,True,False,,Peter van Bruchem
19.0,Charlie Crozier,charlie-crozier,False,Scaled Founder,Director,CCG,Greater Melbourne Area,Scaled Founder; Market Research / Strategy,international_entrant,,australia,"Founder & CEO | Web3 Evangelist | · Charlie holds extensive experience across the impact, blockchain technology, and finance industries. He has a depth of startup experience that adds a pedigree of understanding that cannot be taught but must be experienced firsthand. Having led teams throughout his entire career, he has developed a vast array of skills in business development, marketing, sales, capital raising, and technology.Charlie developed a personal interest in equities from a young age. This evolved to successfully raising",Senior operator with extensive ANZ market experience.,"[{""name"": ""CCG""}, {""name"": ""VOLI""}]",https://linkedin.com/in/charliecrozier,,,True,False,,Charlie Crozier
19.0,Nick Jenkin,nick-jenkin,False,International Founder,Director / Founder,Jenkin Beattie,Greater Melbourne Area,International Founder; Sector Expert: SaaS,international_entrant,uk,uk; australia,"Director at Jenkin Beattie - helping tech vendors & consultancies secure the best GTM talent in ANZ | Executive Recruitment, IT Sales, Presales, Marketing, CS & PS | 25 years’ experience & going strong | 800 + placements · With more than 23 years' IT recruitment experience, my primary area of expertise is in placing executive sales, marketing and senior leadership professionals with technology vendors, service providers, systems integrators, professional services firms and digital consultancies.I specialise in recruiting sales, marketing and executive level roles within the following areas: Digital, Cloud Computing (SaaS, IaaS, PaaS), Managed Services, IT and Business Process Outsourcing, professional services, co",Senior operator with extensive ANZ market experience.,"[{""name"": ""Jenkin Beattie""}, {""name"": ""GOW Recruitment""}]",https://linkedin.com/in/njenkin,,,True,False,,Nick Jenkin
19.0,Tony Chan,tony-chan,False,International Founder,Founder & CEO,Wagepay,"Melbourne, Victoria, Australia",International Founder; Fintech Founder,both,china,china; australia,"Founder & CEO at Wagepay · I am the Founder and CEO of Wagepay, a fintech company revolutionising the pay cycle and wage payment process. We harness technology to transform how people access and manage their income, bringing financial empowerment to all.With a passion for financial inclusion, an MBA from Melbourne Business School, and membership in the AICD, I am dedicated to driving positive change in the industry.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Wagepay""}, {""name"": ""PINTEC (\u54c1\u949b\uff09""}]",https://linkedin.com/in/tonychanwagepay,,,True,False,,Tony Chan
19.0,Louise Furlong,louise-furlong,False,International Founder,Founder and Director,Emerald Recruitment Consultancy,"Bondi, New South Wales, Australia",International Founder; HR / Talent,both,ireland,ireland; australia,"Rec2Rec'ing in #Construction and #Tech with a Difference · Who am I? I am from Dublin, Ireland (Failte) I'm the definition of an extravert. I love PEOPLE and socialising whilst keeping active. Completing a bachelor’s degree in Social Science and Psychology, I packed my bags and relocated to Australia in 2017. My recruitment career took off in Perth where I joined a high-performing recruitment agency, specialising in labour hire whilst I learned all things recruitment. In 2019, I relocated to Sydney to build a construction division. This role was wher",Senior operator with extensive ANZ market experience.,"[{""name"": ""Emerald Recruitment Consultancy""}, {""name"": ""TalentWeb | B Corp""}]",https://linkedin.com/in/louise-furlong-98a980150,,,True,False,,Louise Furlong
19.0,Ciaran O'Connell,ciaran-oconnell,False,International Founder,"Founder, Managing Partner",Thoroughly Modern Journeys,"Brisbane, Queensland, Australia",International Founder; Fundraising / Investment,both,ireland,ireland; australia,"Founder | @ Thoroughly Modern Journeys; nex-icon · Over 25 years of business and technology consulting experience, providing transformation advisory and large-scale program delivery with C-suite executives and public sector leaders. I specialise in helping executives cut through complexity, activate business strategy and operating models with technology in the right places, the right way, at the right time.Founder of Thoroughly Modern Journeys - A specialist consultancy that works exclusively with senior executive teams to get the best value fro",25+ years operating experience in ANZ and international markets.,"[{""name"": ""Thoroughly Modern Journeys""}, {""name"": ""nex-icon""}]",https://linkedin.com/in/ciaranoconnell,,,True,False,,Ciaran O'Connell
19.0,David Whelan,david-whelan,False,International Founder,Founder/ Chief Executive Officer,Urban Rest,Greater Sydney Area,International Founder; Sector Expert: Real Estate,both,ireland,ireland; australia,"Founder & CEO at Urban Rest · Ex-finance professional turned entrepreneur, founder of a technology/real estate platform Urban Rest.Urban Rest is redefining accommodation by providing different way to stay. At the core is a technology driven operating platform enabling previously unsuitable asset classes (Build to Rent, Residential, Boutique Hotels and office conversions) to be unlocked for use as corporate accommodation.Urban Rest operates a global platform with locations around Australia, New Zealand and Europe, including s",Senior operator with extensive ANZ market experience.,"[{""name"": ""Urban Rest""}, {""name"": ""MFS Investment Management""}]",https://linkedin.com/in/david-whelan-86aa3840,,,True,False,,David Whelan
19.0,Sarah Kim,sarah-kim,False,Trade & Government,"Senior Trade Adviser (Technology & Services), Trade/Export Advisory",Investment NSW,"Barangaroo, New South Wales, Australia",Trade & Government,international_entrant,,australia,"Export/Trade Advisory @ Investment NSW Based in ANZ, working with Sarah's network across the region.",Senior operator with extensive ANZ market experience.,"[{""name"": ""Investment NSW""}, {""name"": ""Australian Trade and Investment Commission (Austrade)""}]",https://linkedin.com/in/sarah-yun-kim,,,True,False,,Sarah Kim
19.0,Darren Rogan,darren-rogan,False,International Founder,CEO & CoFounder,Film Labs,"Gold Coast, Queensland, Australia",International Founder; Technology / Product,both,ireland,ireland; australia,"CEO & Founder @ Film Labs | Web3 & AI Innovator | Advisory - Rogues Lab · I create the future at the intersection of artificial intelligence, blockchain, and digital experiences.Currently building Film Labs, a groundbreaking Web3 platform that democratizes video creation through AI. Our technology empowers creators to generate professional-quality videos with just text prompts, while maintaining ownership and monetization rights on the blockchain.My experience spans founding several startups, scaling teams, and advising numerous ventures across Australia, UK, and the",Senior operator with extensive ANZ market experience.,"[{""name"": ""Film Labs""}, {""name"": ""Rogues Lab""}]",https://linkedin.com/in/darrenrogan,,,True,False,,Darren Rogan
