Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL
Gold Coast Innovation Hub,Programs,Accelerator,QLD,,,Unspecified,Tech,,"Gold Coast startup hub with coworking, events, and programs connecting founders, investors, and talent on the Gold Coast.",https://www.gchub.com.au/,2026-07-09,https://app.notion.com/p/Gold-Coast-Innovation-Hub-3985de22266781eca802f4efa4d6d548
Good Humans Venture Studio,Programs,Accelerator,National,,,Unspecified,Tech,Women; Indigenous; Migrants; Disability,"Venture studio backing underrepresented founders including women, First Nations, migrant, and disabled entrepreneurs. Co-builds ventures from idea stage.",https://goodhumans.ventures/,2026-07-09,https://app.notion.com/p/Good-Humans-Venture-Studio-3985de22266781bb9ffde529565d3f32
Google Cloud for Startups,Funding,Corporate,National,"Up to 200,000 credits",Apply anytime,Open / Rolling,Tech,,"Cloud credits up to US$200K (US$350K for AI startups) over 2 years, technical training, and startup support for eligible companies.",https://cloud.google.com/startup,2026-07-09,https://app.notion.com/p/Google-Cloud-for-Startups-3985de222667819ba830d34ac09dee2a
Google for Startups Accelerator: AI First,Programs,Accelerator,National,Equity-free + $350K credits,Applications currently open; 10-week hybrid program (Sep–Nov),Open / Rolling,AI; Tech,,"10-week equity-free accelerator for AI-first startups in Australia. Technical deep dives, Google mentorship, up to US$350K in Cloud credits.",https://startup.google.com/programs/accelerator/australia-new-zealand/,2026-07-09,https://app.notion.com/p/Google-for-Startups-Accelerator-AI-First-3985de22266781bea7e1fc50e3c610ca
GrantConnect,Advice,Tool,National,,Always open,Open / Rolling,,,"Official source of Australian Government grant opportunities. All Commonwealth grants are published here, searchable by category, agency, and eligibility.",https://www.grants.gov.au/,2026-07-09,https://app.notion.com/p/GrantConnect-3985de2226678166aa89f7d4d938eda7
Grants and Programs Finder,Advice,Government,National,,,Unspecified,,,Australian Government tool to discover grants and support programs matched to your business.,https://business.gov.au/grants-and-programs,2026-07-09,https://app.notion.com/p/Grants-and-Programs-Finder-3985de22266781c38dc1e9d6885bf83a
GrantsNT,Advice,Tool,NT,,Always open,Open / Rolling,,,"Northern Territory Government's grants directory covering business, community, and industry funding opportunities.",https://grantsnt.nt.gov.au/,2026-07-09,https://app.notion.com/p/GrantsNT-3985de22266781e78200e30ae1e00926
Grapple,Funding,Finance,National,"Line of credit $500,000+",Always open,Open / Rolling,FinTech,,Invoice finance platform for Australian SMEs. Line of credit against unpaid invoices with same-day funding.,https://grapplefinance.com.au/,2026-07-09,https://app.notion.com/p/Grapple-3985de222667810186f5c33cae3fc56a
Gravel Road Ventures,Funding,Investor,VIC,,,Unspecified,Tech,,Regional Victoria-focused VC backing founders outside metro areas. Pre-seed and seed investments in regional startups.,https://gravelroad.com/,2026-07-09,https://app.notion.com/p/Gravel-Road-Ventures-3985de22266781ecb4dedd928123dd8c
Greyrock Investments,Funding,Investor,NSW,,Always open,Open / Rolling,Tech; EdTech,,Sydney family office investing in early-stage tech and edtech ventures. Patient capital with founder-friendly terms.,https://www.greyrock.com.au/,2026-07-09,https://app.notion.com/p/Greyrock-Investments-3985de222667819f8859f9f46cb052a7
GRIFFIN Accelerator,Programs,Accelerator,ACT,"Up to $100,000 on SAFE terms",Applications open July annually; 12-week program (~Aug–Nov),Scheduled / Dated,,,Canberra's flagship accelerator run by CBR Innovation Network. Seed funding and mentoring for ACT startups.,https://griffinaccelerator.com.au/,2026-07-09,https://app.notion.com/p/GRIFFIN-Accelerator-3985de2226678101bf1ecf7fcecd0e8e
Grok Ventures,Funding,Investor,National,,Investments reportedly frozen Jul 2025 (family office restructure),Inactive,CleanTech; DeepTech,,Mike Cannon-Brookes' family office investing in climate tech and energy transition. Backs bold decarbonisation ventures from seed to growth.,https://grokventures.com/,2026-07-09,https://app.notion.com/p/Grok-Ventures-3985de222667819b9e23e28da11b7641
Growth Summit,Connections,Community,National,,"Melbourne Feb, Sydney May (annual)",Scheduled / Dated,,,"Annual scaleup conference series connecting founders with growth experts, investors, and operators. Practical sessions on scaling revenue, teams, and operations.",https://growth-summit.com.au/,2026-07-09,https://app.notion.com/p/Growth-Summit-3985de22266781dd87c4ed2d0b11b9bb
H2 Ventures,Funding,Investor,National,"$100,000 for 10% equity (H2 Accelerator; 20-week FinTech/Data/AI program)",Always open,Open / Rolling,FinTech,,Fintech-focused VC and accelerator investing in data-driven startups. Up to $500K initial investment.,https://h2.vc/,2026-07-09,https://app.notion.com/p/H2-Ventures-3985de222667814bb95ffcbfe99dfac5
Hatch Quarter,Programs,Accelerator,National,,,Unspecified,Tech,Women; Migrant,"Melbourne-based innovation hub supporting migrant and women founders. Programs, coworking, and community for underrepresented entrepreneurs.",https://hatchquarter.com.au/,2026-07-09,https://app.notion.com/p/Hatch-Quarter-3985de222667818f9394d43b0519eacc
HCF Catalyst,Funding,Corporate,National,"$50,000 initial investment (past cohorts)",Mar-Apr,Scheduled / Dated,HealthTech,,Australia's largest health insurer's accelerator for healthtech startups. Pilot opportunities with HCF's 1.9M members.,https://www.hcf.com.au/,2026-07-09,https://app.notion.com/p/HCF-Catalyst-3985de2226678109a722c1cac0c0a564
Her Tech Circle,Connections,Community,National,,,Unspecified,Tech,Women,"Community for women in tech and female founders. Events, mentoring circles, and job board across Australia.",https://hertechcircle.com.au/,2026-07-09,https://app.notion.com/p/Her-Tech-Circle-3985de222667810b99cce308cf76fe47
Hub Australia,Connections,Community,National,,,Unspecified,,,"Premium coworking spaces across Sydney, Melbourne, Brisbane, Adelaide, and Canberra. B-Corp certified with business networking community.",https://www.hubaustralia.com/,2026-07-09,https://app.notion.com/p/Hub-Australia-3985de222667817eb996ece220f0e6d4
Hugh Victor McKay Fund,Funding,Grant,VIC,"$100,000 - $200,000 co-investment (up to $30k as grant)",Not currently accepting new applications,Inactive,AgTech,,Agriculture Victoria fund supporting agtech innovation and on-farm technology adoption in Victoria.,https://business.gov.au/grants-and-programs/hugh-victor-mckay-fund,2026-07-09,https://app.notion.com/p/Hugh-Victor-McKay-Fund-3985de22266781dc9f50fe766bb42b3c
Humans of Australia,Connections,Community,National,,,Unspecified,,,Storytelling community celebrating diverse Australian stories including founder journeys.,https://www.instagram.com/humansofaustraliaaa/,2026-07-09,https://app.notion.com/p/Humans-of-Australia-3985de22266781f5ab15c664bce7e0e3
iAccelerate,Programs,University,NSW,,,Unspecified,,,"University of Wollongong's business incubator. Dedicated building with programs from idea validation to scale, plus iAccelerate Seed Fund.",https://iaccelerate.com.au/,2026-07-09,https://app.notion.com/p/iAccelerate-3985de22266781e789f5c76ad263850b
IDG Capital,Funding,Investor,National,$5m - $200m,,Unspecified,AI/ML; HealthTech,,"Global investment firm managing US$20B+ across venture, growth, and buyout stages. Invests US$5m–$200m in technology, healthcare, and consumer companies. China-founded with global offices. Limited Australian activity — primarily larger growth deals.",https://www.idgvc.com/,2026-07-09,https://app.notion.com/p/IDG-Capital-3985de22266781daac35f19700afa484
ilab Accelerator,Programs,Accelerator,QLD,"15,000 via SAFE","Annual cohort, Pitch Night May",Scheduled / Dated,Tech; DeepTech,,"University of Queensland's accelerator for students, staff, and alumni. $15K via SAFE note, 6-month program, and Pitch Night showcase.",https://ventures.uq.edu.au/programs/ilab-accelerator,2026-07-09,https://app.notion.com/p/ilab-Accelerator-3985de22266781c5a716f85582be0e27
Impact Investment Fund,Funding,Investor,National,$100k - $5m,,Unspecified,CleanTech; AgTech,,"Impact-first fund investing $100k–$5m in ventures generating measurable social and environmental outcomes alongside returns. Sectors include clean energy, sustainable food, and health equity.",https://impacthub.investments/,2026-07-09,https://app.notion.com/p/Impact-Investment-Fund-3985de222667812caa58ce034a0af1ba
Impact North,Connections,Community,NT,,,Unspecified,,Indigenous,NT community organisation supporting Indigenous entrepreneurship and social enterprise across Northern Australia.,https://www.impactnorth.org.au/,2026-07-09,https://app.notion.com/p/Impact-North-3985de2226678107b220e4bcc6ebac95
In-Q-Tel Australia,Funding,Investor,National,,,Unspecified,DeepTech,,"US intelligence community's strategic investor with Sydney office. Invests in dual-use deep tech: AI, cyber, space, and quantum for national security applications.",https://www.iqt.org/,2026-07-09,https://app.notion.com/p/In-Q-Tel-Australia-3985de22266781988d21e51f40e893f4
INCUBATE Sydney,Programs,Accelerator,NSW,"$5,000 equity-free grant",Annual cohorts (14-week program),Scheduled / Dated,Tech,,"University of Sydney's award-winning startup program. $5K equity-free grants, 14-week program, and alumni network of 300+ startups.",https://incubate.org.au/,2026-07-09,https://app.notion.com/p/INCUBATE-Sydney-3985de2226678194b91ed7e1968012f6
Indiegogo,Funding,Investor,National,"1,000 - 1 million",Apply anytime,Open / Rolling,Tech,,"Global crowdfunding platform for innovative products. Flexible and fixed funding models for hardware, design, and creative projects.",https://www.indiegogo.com/,2026-07-09,https://app.notion.com/p/Indiegogo-3985de222667813c86b8fe26d302b0c7
Indigenous Business Australia,Advice,Government,National,"Up to 100,000",Apply anytime,Open / Rolling,,Indigenous,"Business loans, support packages, and workshops for First Nations entrepreneurs. Start-up finance packages combine a loan with business support.",https://www.iba.gov.au/,2026-07-09,https://app.notion.com/p/Indigenous-Business-Australia-3985de22266781b9b0a3f3bc71e0fe43
Industry Growth Program,Funding,Grant,National,"50,000 - 5 million",Currently paused; check business.gov.au for reopening,Inactive,Tech; CleanTech; HealthTech,,"Federal support for innovative SMEs commercialising and growing. Advisory services plus matched grants: $50K-$250K early-stage, up to $5M commercialisation.",https://business.gov.au/grants-and-programs/industry-growth-program,2026-07-09,https://app.notion.com/p/Industry-Growth-Program-3985de222667813da312f72b99e63cb9
Inhouse Ventures,Funding,Investor,National,,,Unspecified,SaaS,,Venture studio co-founding B2B software companies with domain experts. Builds ventures from scratch with shared equity model.,https://inhouseventures.com.au/,2026-07-09,https://app.notion.com/p/Inhouse-Ventures-3985de22266781928f70cabc65109cec
Innovation Bay,Connections,Community,National,,,Unspecified,,,Australia's longest-running tech investor community. Angel dinners connecting founders with investors since 2003. Curated pitch events in Sydney and Melbourne.,https://innovationbay.com/,2026-07-09,https://app.notion.com/p/Innovation-Bay-3985de22266781909dc6de6027594618
Innovation Booster Grant,Funding,Grant,WA,"Up to 40,000",Closed; next round planned Aug/Sep 2026,Scheduled / Dated,,,WA Government matched grants up to $40K for innovative WA startups and SMEs commercialising new products.,https://www.jtsi.wa.gov.au/,2026-07-09,https://app.notion.com/p/Innovation-Booster-Grant-3985de22266781b8b5fbf914d6a77899
InnovationACT,Funding,Competition,ACT,"10,000","Annual; 2026: orientation 6 Aug, pitch heats 27 Aug (Canberra, in-person)",Scheduled / Dated,Tech,,Canberra's annual entrepreneurship competition with $10K+ prize pool. Open to ACT students and community.,https://cbrin.com.au/programs/iact,2026-07-09,https://app.notion.com/p/InnovationACT-3985de22266781bc8727e807ac6e9d92
InnovationAus Awards for Excellence,Funding,Competition,National,Recognition award (no cash prize),2026 dates TBA,Scheduled / Dated,Tech; CleanTech; HealthTech,,"National awards recognising Australian technology innovation across 20+ categories including startups, cleantech, medtech, and AI.",https://www.innovationaus.com/awards/,2026-07-09,https://app.notion.com/p/InnovationAus-Awards-for-Excellence-3985de22266781f2b878dc9911fd7a8f
INP Capital,Funding,Investor,National,,,Unspecified,CleanTech; DeepTech,,"Deep tech VC investing in climate, energy, and industrial innovation. Backs technical founders commercialising breakthrough science.",https://www.inp-capital.com/,2026-07-09,https://app.notion.com/p/INP-Capital-3985de2226678102911fee22d85201b9
Inspiring Rare Birds,Connections,Community,National,,,Unspecified,,Women,"Global entrepreneurship movement supporting women founders through mentoring programs, education, and community. 30,000+ women supported.",https://inspiringrarebirds.com/,2026-07-09,https://app.notion.com/p/Inspiring-Rare-Birds-3985de22266781b4ab08efafc7ee028f
Intersekt Festival,Connections,Community,VIC,,3-4 Sep 2026,Scheduled / Dated,FinTech,,"Australia's premier fintech festival in Melbourne. 2,000+ attendees, international speakers, and startup showcases.",https://www.intersektfintech.com/,2026-07-09,https://app.notion.com/p/Intersekt-Festival-3985de2226678123b7e5fb332d97234d
InterValley Ventures,Funding,Investor,National,,,Unspecified,HealthTech; AgTech,,VC connecting Australian startups with Asian markets and capital. Healthtech and agtech focus with cross-border expertise.,https://intervalley.vc/,2026-07-09,https://app.notion.com/p/InterValley-Ventures-3985de222667810e90ddd22dd35d7f60
Invest Victoria,Advice,Government,VIC,,,Unspecified,Tech; FinTech; HealthTech; CleanTech,,Victoria's investment attraction agency. Supports international companies establishing in Victoria and connects them with local startup ecosystem.,https://www.invest.vic.gov.au/,2026-07-09,https://app.notion.com/p/Invest-Victoria-3985de222667811ea34bc688a4458041
Investible,Funding,Investor,National,$250k - $1.5m,Always open,Open / Rolling,Tech,,"Early-stage VC with structured, data-driven investment process. Climate Tech Fund and general funds. 100+ portfolio companies globally.",https://investible.com/,2026-07-09,https://app.notion.com/p/Investible-3985de2226678161b3f8e85234928998
IP Australia,Advice,Government,National,,,Unspecified,Tech,,"Federal agency for patents, trademarks, and design rights. Startup resources include TM Checker and patent guidance for innovators.",https://www.ipaustralia.gov.au/,2026-07-09,https://app.notion.com/p/IP-Australia-3985de2226678152aed1ddb12c081ee4
IP Group,Funding,Investor,National,$10m - $20m,,Unspecified,DeepTech; LifeSciences,,"UK-listed deep tech investor commercialising university research. Invests $10m–$20m over company lifetimes in spinouts from leading ANZ universities across therapeutics, quantum, and cleantech.",https://www.ipgroupplc.com/,2026-07-09,https://app.notion.com/p/IP-Group-3985de2226678152b688ce3788270b33
January Capital,Funding,Investor,National,$250k - $5m,,Unspecified,SaaS,,Singapore and Australia-based VC investing US$250k–$5m in B2B software companies across Southeast Asia and Australia. Seed through Series A focus with follow-on capacity.,https://www.januarycapital.vc/,2026-07-09,https://app.notion.com/p/January-Capital-3985de222667813c8b00c80f34a4ebbc
Jekara Group,Funding,Investor,National,,,Unspecified,CleanTech,,Sydney-based family office investing in sustainability-focused ventures and real assets. Private mandate — limited public information.,https://www.jekaragroup.com/,2026-07-09,https://app.notion.com/p/Jekara-Group-3985de22266781fc99eecef51a422a52
Jelix Ventures,Funding,Investor,National,$250k - $1.5m,,Unspecified,DeepTech; Tech,,Sydney-based early-stage VC investing $250k–$1.5m at Pre-Seed through Series A. Backs Australian deep tech and transformative technology with syndicate co-investment model alongside its funds.,https://jelix.vc/,2026-07-09,https://app.notion.com/p/Jelix-Ventures-3985de22266781698e42ec4f68066f19
Judo Bank,Funding,Investor,National,"250,000+",Apply anytime,Open / Rolling,FinTech,,SME challenger bank providing business loans from $250K. Relationship banking model for growing businesses that big banks overlook.,https://www.judo.bank/,2026-07-09,https://app.notion.com/p/Judo-Bank-3985de22266781739d9ff6a8cfb72b5e
Jumar Bioincubator,Programs,Accelerator,VIC,,,Unspecified,BioTech; HealthTech,,Melbourne biotech incubator with wet labs and shared facilities. Purpose-built for early-stage biotech and medtech ventures at the Parkville precinct.,https://www.jumarbio.com/,2026-07-09,https://app.notion.com/p/Jumar-Bioincubator-3985de22266781ac8335ed16e27512c8
Jungle Ventures,Funding,Investor,National,$500k - $20m,,Unspecified,FinTech; SaaS; Tech,,"Singapore-headquartered VC investing US$500k–$20m from Seed through Series C in Southeast Asian and Australian technology companies. Consumer, SaaS, and fintech focus.",https://jungleventures.com/,2026-07-09,https://app.notion.com/p/Jungle-Ventures-3985de222667819d80a9ca04a174aa92
Kickstarter,Funding,Investor,National,"1,000 - 1 million",Apply anytime,Open / Rolling,Tech,,"Global rewards-based crowdfunding platform for creative projects, hardware, and design. All-or-nothing funding model.",https://www.kickstarter.com/,2026-07-09,https://app.notion.com/p/Kickstarter-3985de2226678110b92ecccf24572107
KILN Incubator,Programs,Accelerator,ACT,,,Unspecified,Tech; DeepTech,,"CBR Innovation Network's incubator for early-stage Canberra ventures. Desk space, mentoring, and community for idea-to-seed founders.",https://cbrin.com.au/,2026-07-09,https://app.notion.com/p/KILN-Incubator-3985de22266781179527d1fbb1663b92
KIN Group,Funding,Investor,National,,,Unspecified,Tech; FinTech,,"Melbourne-based multi-family office investing across manufacturing, FMCG, financial markets, technology, and real estate in Australia and Asia. Provides strategic value beyond capital including IPO prep, go-to-market support, and board placements. Not a dedicated VC fund — operates as a family office with broad opportunistic mandate. No publicly stated stage or cheque size restrictions.",https://kingroup.com.au/,2026-07-09,https://app.notion.com/p/KIN-Group-3985de22266781349787c5c35c3d9359
Kinaway Chamber of Commerce,Connections,Community,VIC,,,Unspecified,,Indigenous,"Victorian Aboriginal Chamber of Commerce supporting Aboriginal and Torres Strait Islander business owners. Certification, networking, and business support.",https://kinaway.com.au/,2026-07-09,https://app.notion.com/p/Kinaway-Chamber-of-Commerce-3985de22266781d49f8fc78d5e78c707
King River Capital,Funding,Investor,National,~$10m,,Unspecified,SaaS; AI/ML,,Australian-American VC investing across Series A and B in enterprise software and AI. Average cheque ~US$10m across fund life. Offices in Sydney and the US.,https://kingrivercapital.com/,2026-07-09,https://app.notion.com/p/King-River-Capital-3985de222667811aabbbd79d51be2c7d
Kosmos Ventures,Funding,Investor,WA,"250,000 - 2 million",Always open,Open / Rolling,Tech,,Perth-based VC investing $250K-$2M in early-stage tech companies. WA's most active tech investor.,https://www.kosmos.vc/,2026-07-09,https://app.notion.com/p/Kosmos-Ventures-3985de22266781908941f5892ffb097c
La Trobe LaunchPad Pre-Accelerator,Programs,University,VIC,,,Unspecified,,,"La Trobe University's pre-accelerator for students, staff, and alumni. Idea validation, mentoring, and pathway to external accelerators.",https://www.latrobe.edu.au/launchpad,2026-07-09,https://app.notion.com/p/La-Trobe-LaunchPad-Pre-Accelerator-3985de22266781e2aa7ce501b01e63f9
Landran Ventures,Funding,Investor,QLD,,,Unspecified,Tech,Female Founders,"Brisbane-based VC founded by women, with a specific focus on backing female founders and closing the gender funding gap. Founded by entrepreneurs with 40+ years combined experience scaling businesses across Australia, NZ, US, UK, and Asia. Provides hands-on operational support.",https://www.landran.vc/,2026-07-09,https://app.notion.com/p/Landran-Ventures-3985de22266781b4a5decc6286075e37
LaunchVic,Advice,Government,VIC,,Winding down,Winding down,Tech,,"Victoria's startup agency being merged into Breakthrough Victoria. Historically funded accelerators, grants, and ecosystem programs across Victoria.",https://launchvic.org/,2026-07-09,https://app.notion.com/p/LaunchVic-3985de22266781a4a7bad9f3f258ffc1
LaunchVic Basecamp,Programs,Accelerator,VIC,,,Unspecified,Tech,,Free online program teaching Victorian founders startup fundamentals. Self-paced modules from idea to launch.,https://launchvic.org/programs/basecamp/,2026-07-09,https://app.notion.com/p/LaunchVic-Basecamp-3985de22266781e0abe5ff79f6a7bba5
LaunchVic Office Hours,Advice,Expert,VIC,,,Unspecified,,,Free 1-on-1 sessions connecting Victorian founders with experienced operators and investors for advice.,https://launchvic.org/programs/office-hours/,2026-07-09,https://app.notion.com/p/LaunchVic-Office-Hours-3985de22266781248320d7d5e8e37050
LaunchVic Startup Grants,Funding,Grant,VIC,"10,000 - 500,000",Winding down,Winding down,Tech; DeepTech; HealthTech; AgTech; CleanTech,,Victorian Government startup grants historically funding accelerators and founder programs. Future rounds uncertain amid LaunchVic-Breakthrough Victoria merger.,https://launchvic.org/programs/startup-grants/,2026-07-09,https://app.notion.com/p/LaunchVic-Startup-Grants-3985de22266781e1b648d65cd312bada
Lawpath,Advice,Expert,National,,,Unspecified,,,"Online legal platform for small businesses. Legal documents, company registration, and lawyer marketplace at startup-friendly prices.",https://lawpath.com/,2026-07-09,https://app.notion.com/p/Lawpath-3985de222667819e8122c1805aa5e44d
LawTech Hub by Lander & Rogers,Programs,Accelerator,National,,Annual intake,Scheduled / Dated,Legal,,"Australia's first lawtech-focused incubator. Legal tech startups get workspace, mentoring, and pilot opportunities with the firm and its clients.",https://www.landers.com.au/legal-innovation/lawtech-hub,2026-07-09,https://app.notion.com/p/LawTech-Hub-by-Lander-Rogers-3985de2226678139b2a5d49b7c406520
LegalVision,Advice,Expert,National,,,Unspecified,,,Membership-based legal services for startups and SMEs. Unlimited legal advice subscription model with startup-specialist lawyers.,https://legalvision.com.au/,2026-07-09,https://app.notion.com/p/LegalVision-3985de22266781b6a578ce6828bbc672
LGBTQ+ Founders Network,Connections,Community,National,,,Unspecified,,LGBTQ+,"Community connecting LGBTQ+ entrepreneurs across Australia. Events, mentoring, and visibility for queer-led ventures.",https://getsova.com.au/directory.html,2026-07-09,https://app.notion.com/p/LGBTQ-Founders-Network-3985de22266781b49bc5fa43e2b02137
LIFTWOMEN,Funding,Competition,National,40000,Annual (April),Scheduled / Dated,Tech,Women,Grant program for women entrepreneurs. $40K in grants annually plus crowdfunding campaign support.,https://www.liftwomen.com/,2026-07-09,https://app.notion.com/p/LIFTWOMEN-3985de222667815a9374fca1b0f1df38
LiftWomen,Funding,Grant,National,"AU$5,000",Rolling (grant rounds annual),Open / Rolling,Tech,Women,"Crowdfunding platform for women-led ventures with annual grant rounds. AU$5,000 grants plus campaign support for female founders.",https://www.liftwomen.com/,2026-07-09,https://app.notion.com/p/LiftWomen-3985de22266781b88d23edb9630607d9
Light Warrior Group,Funding,Investor,VIC,,,Unspecified,HealthTech,,"Melbourne investment firm founded by Radek Sali (ex-Swisse CEO). Invests in health, wellness, and purpose-driven consumer brands.",https://lightwarrior.com/,2026-07-09,https://app.notion.com/p/Light-Warrior-Group-3985de2226678139ad29f7908e915488
Lisa Ring and Family Scholarships,Funding,Scholarship,VIC,"$10,000 equity-free",Annual (approx. Oct),Scheduled / Dated,Tech,,$10K equity-free scholarships for female founders in the Melbourne Accelerator Program. Covers program costs for women who might otherwise miss out.,https://startspacehq.com/programs-and-scholarships/lisa-ring-and-family-scholarships/,2026-07-09,https://app.notion.com/p/Lisa-Ring-and-Family-Scholarships-3985de22266781fabf66e8f20cf14eb5
Little Tokyo Two,Connections,Community,QLD,,,Unspecified,,,"Brisbane coworking with 5 locations across SE QLD. Starting Stage Plan for startups at $160/month includes accelerator and incubator program access, mentoring, workshops. 600+ businesses supported.",https://www.lt2.co/,2026-07-09,https://app.notion.com/p/Little-Tokyo-Two-3985de22266781458171ed0e4c773111
LiveHaus,Connections,Community,National,,,Unspecified,,,Startup community and events platform connecting founders across Australia.,https://thelivehaus.com/,2026-07-09,https://app.notion.com/p/LiveHaus-3985de22266781ac8ec6dba319a0f2d5
Lot Fourteen,Connections,Community,SA,,,Unspecified,Defence; DeepTech,,"Adelaide's innovation precinct home to 1,400+ workers across space, defence, AI, and cyber. Houses Stone & Chalk, Australian Space Agency, and MIT Living Lab.",https://lotfourteen.com.au/,2026-07-09,https://app.notion.com/p/Lot-Fourteen-3985de2226678126bcbefb498527d8b6
Luna Legal,Advice,Expert,National,,,Unspecified,,,"Boutique law firm for startups and scaleups. Capital raising, ESOPs, and commercial contracts with fixed-fee options.",https://lunalegal.com.au/,2026-07-09,https://app.notion.com/p/Luna-Legal-3985de222667816a8fb7cb4dc21375b8
MA Growth Ventures,Funding,Investor,National,$5m - $30m,,Unspecified,Tech,,MA Financial's growth capital arm investing $5m–$30m in expansion-stage Australian companies. Later-stage only — not for early-stage startups.,https://mafinancial.com/asset-management/asset-class-expertise/ma-growth-ventures/,2026-07-09,https://app.notion.com/p/MA-Growth-Ventures-3985de22266781629c5ad551d855f9e3
Macdoch Ventures,Funding,Investor,National,$500k - $750k,,Unspecified,AgTech,,"Family office VC investing $500k–$750k first cheques in Australian agtech, climate, and media startups. Patient capital with follow-on capacity.",https://macdoch.com/,2026-07-09,https://app.notion.com/p/Macdoch-Ventures-3985de222667816697bfd4633fa5435b
Macquarie Capital,Funding,Investor,National,,,Unspecified,SaaS; Cybersecurity,,"Macquarie Group's advisory and principal investment arm. Venture investments in enterprise software and cybersecurity at growth stages, alongside M&A advisory.",https://www.macquarie.com/au/en/what-we-offer/capital-markets.html,2026-07-09,https://app.notion.com/p/Macquarie-Capital-3985de22266781f89380da6c35d16f8e
Macquarie University Incubator,Programs,University,NSW,,,Unspecified,,,"Sydney university incubator with dedicated building. Programs for students, staff, and external founders including CSIRO ON partnership.",https://www.mq.edu.au/,2026-07-09,https://app.notion.com/p/Macquarie-University-Incubator-3985de22266781a58910ea1ed58c185f
MAI Capital,Funding,Investor,VIC,,,Unspecified,Tech,,Melbourne-based investment firm. Limited public information on mandate and cheque size — verify before engaging.,https://www.maicapital.com.au/,2026-07-09,https://app.notion.com/p/MAI-Capital-3985de2226678179a67bc0f4108270dc
Main Sequence Ventures,Funding,Investor,National,$1m – $10m+ (deep tech seed to growth; A$1bn+ FUM across 3 funds),Always open,Open / Rolling,DeepTech; CleanTech; HealthTech; AgTech,,"CSIRO's deep tech fund with $1B+ under management. Invests in ventures solving global challenges: food, health, space, quantum, and climate.",https://www.mainsequence.vc/,2026-07-09,https://app.notion.com/p/Main-Sequence-Ventures-3985de22266781f3bebfd2d5b8adcad4
Mandalay Venture Partners,Funding,Investor,QLD,,,Unspecified,AgTech; FoodTech,,Brisbane-based VC fund exclusively focused on agrifood technology. Invests from Seed to Series A in Australian farm-to-fork businesses with global scaling potential. Backed by the Queensland Venture Capital Development Fund. Requires demonstrated sustainable practices and high return potential.,https://www.mandalay.vc/,2026-07-09,https://app.notion.com/p/Mandalay-Venture-Partners-3985de22266781a48a6ac169cc2d7a9c
ManuFutures (Deakin University),Programs,University,VIC,,,Unspecified,DeepTech,,Deakin's advanced manufacturing incubator at Waurn Ponds. Purpose-built facilities for hardware and manufacturing startups.,https://manufutures.deakin.edu.au/,2026-07-09,https://app.notion.com/p/ManuFutures-Deakin-University-3985de22266781468e48fb3ad65b884f
Many Rivers,Advice,Government,National,,,Unspecified,,Indigenous,Microenterprise development charity providing business coaching and microloans to Indigenous entrepreneurs and underserved communities.,https://www.manyrivers.org.au/,2026-07-09,https://app.notion.com/p/Many-Rivers-3985de22266781bd9c63d239258ad745
Marbruck Investments,Funding,Investor,National,,,Unspecified,Tech,,Private investment firm backing Australian technology ventures. Limited public information on current mandate.,https://www.marbruck.com/,2026-07-09,https://app.notion.com/p/Marbruck-Investments-3985de22266781a4a286c8a0be19f0c7
Marshall Investments,Funding,Investor,National,,,Unspecified,Tech,,"Sydney family office investing across property, credit, and venture. Technology investments on opportunistic basis.",https://www.marshall.com.au/,2026-07-09,https://app.notion.com/p/Marshall-Investments-3985de22266781ea961bc1b0decf2cda
MassMutual Ventures,Funding,Investor,National,$3m - $27m,,Unspecified,SaaS; FinTech; HealthTech; CleanTech,,"Global corporate VC of MassMutual insurance investing US$3m–$27m at Series A through C. Sectors: enterprise SaaS, fintech, digital health, and climate tech across Asia-Pacific including Australia.",https://www.massmutualventures.com/,2026-07-09,https://app.notion.com/p/MassMutual-Ventures-3985de22266781fc94aafc0264b2178a
Medical Research Future Fund (MRFF),Funding,Grant,National,Varies,Rolling,Open / Rolling,HealthTech,,$22B federal fund supporting health and medical research commercialisation. Grant opportunities across research translation and medtech.,https://www.health.gov.au/our-work/mrff,2026-07-09,https://app.notion.com/p/Medical-Research-Future-Fund-MRFF-3985de22266781d3b800e4a9a15e6f4c
MedTech Actuator,Programs,Accelerator,National,Up to 3 million,March intake,Scheduled / Dated,BioTech; HealthTech,,Asia-Pacific's leading medtech accelerator. 15-month program from Melbourne with up to $3M investment pathway for medical device and healthtech startups.,https://www.medtechactuator.com/,2026-07-09,https://app.notion.com/p/MedTech-Actuator-3985de22266781f5a4fcd6efc8c34803
Melbourne Accelerator Program (MAP),Programs,Accelerator,VIC,"20,000 (equity-free)",2026: applications closed 14 Jun; program 28 Jul – 24 Oct 2026,Scheduled / Dated,Tech; HealthTech; CleanTech,,"University of Melbourne's flagship accelerator ranked in global top 10 university programs. $20K equity-free, mentoring, and access to alumni network of 200+ startups.",https://www.unimelb.edu.au/mec/MECPrograms/melbourne-accelerator-program,2026-07-09,https://app.notion.com/p/Melbourne-Accelerator-Program-MAP-3985de2226678139a0cbf363466c7adc
