event_name,event_date_start,event_date_end,next_edition_expected,venue,city,state,organiser,organiser_website,website_url,registration_url,description,target_audience,event_type,frequency,recurring,ticket_price_range_aud,expected_attendance,exhibitor_count,sector_tags,notes,source_url,notion_page_url
"ECA National Conference (Early Childhood Australia)","2026-09-30","2026-10-03",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Early Childhood Australia (ECA)","https://www.earlychildhoodaustralia.org.au","https://www.ecaconference.com.au/2026/","https://eca.eventsair.com/g60-2026-melbourne-national-conference/melbourne","Australia's premier early childhood education conference, run by Early Childhood Australia, bringing together service leaders, educators and policy makers over four days with a trade exhibition.",,"conference_with_expo","annual",false,,,,"Education","Australia's premier early childhood education conference - four days with trade exhibition. 2026 theme: 'Holding the Past, Creating the Future'. Audience: service leaders/directors, educators, policy makers and sector partners - key buyers of edtech, resources and services for early learning.","https://www.ecaconference.com.au/2026/","https://app.notion.com/p/c6e8745e05dd44c89b65767b9ba5a1aa"
"EDUtech Australia","2027-06-09","2027-06-10",,,"Sydney","NSW","Terrapinn","https://www.terrapinn.com","https://www.terrapinn.com/exhibition/edutech-australia/index.stm","https://www.terrapinn.com/exhibition/edutech-australia/index.stm","Australia's largest education event - the biggest education festival in the Asia-Pacific - pairing a free-to-attend exhibition with 10+ parallel paid conferences. The definitive platform for edtech vendors selling into Australian schools, universities and VET providers.","K-12, higher education and vocational education leaders, teachers and edtech procurement decision makers","conference_with_expo","annual",true,,,240,"EdTech, Education","2026 edition ran 3-4 June at ICC Sydney with 340+ speakers and 240 EdTech providers (official event app); 2027 dates (9-10 June) confirmed on the official Terrapinn site - 2027 venue not yet stated, so venue left null. Third parties cite 10,000 attendees / 320+ exhibitors - noted only.","https://www.terrapinn.com/exhibition/edutech-australia/index.stm","https://app.notion.com/p/b880e13785024effb6cc7908d79c429e"
"Elders FarmFest Field Days",,,"June 2027 (expected; 2026 edition ran 2-4 June at Kingsthorpe Park, Toowoomba; long-established annual event)","Kingsthorpe Park","Toowoomba","QLD","ACM Rural Events (Australian Community Media)","https://acmruralevents.com.au","https://acmruralevents.com.au/farmfest/home",,"Queensland's largest annual commercial agricultural business event, showcasing farm machinery, irrigation, agtech and agribusiness services on the Darling Downs. A key state-level route to market for rural vendors.","Queensland farmers, producers and agribusiness buyers across the Darling Downs","trade_exhibition","annual",true,,,,"Agriculture","2026 edition (2-4 June) has passed; 2027 dates not yet announced. Naming-rights sponsor: Elders.","https://acmruralevents.com.au/farmfest/home","https://app.notion.com/p/2863fc4e466045da8ab532b330e9ce67"
"Energy Exchange Australia (EXA, formerly AOG Energy)",,,"March 2027 (expected; 2026 edition ran 10-12 March at Perth Convention & Exhibition Centre; held annually in Perth for over 40 years)","Perth Convention & Exhibition Centre","Perth","WA","Diversified Communications Australia","https://www.divcom.net.au","https://exaexpo.com.au/",,"Australia's flagship upstream energy supply-chain exhibition, rebranded from AOG Energy after 40+ years, pairing a large exhibition floor with a free conference programme. Its Perth base puts vendors in front of the operators and EPCs driving Australia's resources and energy-transition capital projects.","Upstream energy operators, engineers, suppliers and technology providers across oil, gas, decommissioning, wind, CCS and hydrogen","trade_exhibition","annual",true,,,,"Energy","2026 edition (10-12 March) drew 221 exhibitors per the official recap; 2027 dates not yet announced. WA Government promotes the event as the state's premier energy supply-chain gathering.","https://exaexpo.com.au/","https://app.notion.com/p/f45b9f97e4a440e686d49bb8f191f45d"
"eTail Australia","2026-09-22","2026-09-23",,,"Melbourne","VIC","Worldwide Business Research (WBR)","https://www.wbresearch.com","https://etailaustralia.wbresearch.com/",,"The Australian edition of WBR's global eTail series, now in its fifth year, combining conference content with curated one-on-one meetings between retailers and technology partners. Its interactive format favours vendors seeking structured, pre-matched conversations with ecommerce decision makers.","Senior ecommerce and digital retail executives from Australian retailers and brands","industry_summit","annual",true,,,,"Retail","Dates (22-23 September 2026) confirmed by organiser listings. Venue conflict: aggregators list Pullman Melbourne Albert Park while earlier editions ran in Sydney; venue left blank pending confirmation on the official site.","https://etailaustralia.wbresearch.com/","https://app.notion.com/p/f0764cd8903b4ba8ba2f6ded5698c876"
"Everything Electric Australia (Sydney)","2026-09-18","2026-09-20",,"Sydney Showground","Sydney","NSW","Fully Charged Show (Everything Electric)",,"https://au.everythingelectric.show/SYDNEY",,"An EV and home-energy consumer/trade expo from the Fully Charged Show (Everything Electric) brand, showcasing electric vehicles, charging and home energy technology to Sydney audiences.",,"trade_exhibition","annual",false,,,,"Cleantech, Energy","EV & home-energy expo. 2026 Sydney edition postponed from March to 18-20 September citing 'global EV headwinds'; Melbourne edition not returning in 2026 (2027 under consideration). Hybrid B2B/B2C format; Sydney is the brand's second-largest global audience city after London.","https://everythingelectric.show/","https://app.notion.com/p/981a2f99a3174d74b61c749a531d8eee"
"FAAA Congress","2026-11-24","2026-11-26",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Financial Advice Association Australia (FAAA)","https://faaa.au","https://faaa.au/event/faaa-congress-2026/",,"The flagship national congress for Australia's financial advice profession, run by the Financial Advice Association Australia, featuring three days of sessions, a trade exhibition and the FAAA Awards.",,"conference_with_expo","annual",false,,,,"Financial Services","Flagship national congress for Australia's financial advice profession - three days of sessions, exhibition and the FAAA Awards. Key event for fintech/advice-tech vendors selling to advisers and licensees.","https://faaa.au/event/faaa-congress-2026/","https://app.notion.com/p/4f3c8fd5590b4c67bd243ca367c3a65a"
"FIA Conference (Fundraising Institute Australasia)","2027-02-24","2027-02-26",,,"Gold Coast","QLD","Fundraising Institute Australasia (FIA)","https://www.fia.org.au","https://fiaconference.org.au",,"The 50th International Fundraising Conference - Australasia's largest gathering of professional fundraisers, with an exhibitor/sponsor marketplace. 2027 theme: Imagine What's Possible.","Fundraisers, charity leaders, fundraising technology & services suppliers","conference_with_expo","annual",true,,,,,"2027 dates/location per FIA's official LinkedIn (24-26 Feb 2027, Gold Coast); venue not yet announced. 2026 edition was 25-27 Feb at MCEC Melbourne (Impact Amplified).","https://www.fia.org.au/s/fia-conference","https://app.notion.com/p/23e0c3147a8b41598bd5632ec9859569"
"Fine Food Australia","2026-08-31","2026-09-03",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Diversified Communications Australia","https://www.divcom.net.au","https://finefoodaustralia.com.au/","https://finefoodaustralia.com.au/pre-qualification-form-2026/","The Southern Hemisphere's largest trade-only event for foodservice, hospitality and retail, with 900+ exhibitors from 30+ countries across 12 product zones. The definitive route to market for food and beverage brands entering Australia, alternating annually between Melbourne and Sydney.","Foodservice, hospitality and retail buyers - chefs, restaurateurs, caterers, distributors and grocery","trade_exhibition","annual",true,,,900,"Food & Beverage, Hospitality","Exhibitor figure (900+) from the official visit page. The 2025 Sydney edition drew 26,054 visitors and 853 exhibitors per the US pavilion organiser - third-party, noted only.","https://finefoodaustralia.com.au/visit-the-show/","https://app.notion.com/p/538e27be28f84c1088915a15da2d42cc"
"FinTech & Banking Summit",,,"Late 2026 (13th annual edition announced for Sydney; date not yet published)",,"Sydney","NSW",,,"https://fintechsummit.com.au",,"A long-running annual summit themed around the four pillars of fintech and banking: challenger banking, payments, digital assets and banking technology. It brings together the technology companies redefining Australian financial services with bank and fintech decision-makers. Worth tracking for sponsorship once the 2026 programme and date are published.","Fintech and banking technology leaders, challenger banks, payments and digital asset firms","industry_summit","annual",true,,,,"FinTech","13th annual edition confirmed for Sydney but programme, date and venue not yet announced. Organiser details not clearly published on the event site - capture on next verification pass.","https://fintechsummit.com.au","https://app.notion.com/p/1f8a809a5f1c405595473af602dc3693"
"FOCUS Conference (Australian Physiotherapy Association)","2026-10-15","2026-10-17",,"Pullman Cairns International","Cairns","QLD","Australian Physiotherapy Association (APA)","https://australian.physio","https://www.focus.physio",,"The APA's flagship conference, running for more than a decade. FOCUS26 (Elevating practices, empowering physiotherapy) targets the business and leadership side of physiotherapy practice.","Physiotherapists, practice owners, clinic leaders","industry_summit","annual",true,,,,"Healthcare","Abstract submissions opened 29 Jan 2026.","https://australian.physio/pd/conferences","https://app.notion.com/p/783ba079d026429d9e13d22823f861b4"
"Food with Purpose (PIX / AMC / APL)","2026-05-12","2026-05-14","May 2028 (biennial pattern; 2026 edition ran 12-14 May)","Gold Coast Convention and Exhibition Centre","Gold Coast","QLD","Poultry Information Exchange (PIX), Australian Pork Limited & Australasian Milling Conference","https://www.pix.au","https://www.pix.au/conf26",,"Australia's largest combined poultry, pork and feed-milling industry event - PIX, Australian Pork Limited and the Australasian Milling Conference under one roof, with 200+ exhibition booths (largest yet in 2026).","Poultry and pork producers, stockfeed/milling manufacturers, equipment, genetics, animal health and feed ingredient suppliers","conference_with_expo","biennial",true,,,200,"Agriculture, Food & Beverage","Has run for 2026. The only Australian conference dedicated to compound feed manufacturers (AMC). Pan Pacific Pork Expo is folded into this combined event.","https://www.pix.au/conf26","https://app.notion.com/p/0b8f20a7e55c4f4688923969e43d590e"
"foodpro","2026-07-26","2026-07-29",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Diversified Communications Australia","https://www.divcom.net.au","https://foodproexpo.com/","https://foodproexpo.com/register/","Australia's leading trade event for food processing, packaging and manufacturing innovation, covering everything from processing equipment and ingredients to plant technology. The key buying window for food manufacturing capital equipment vendors.","Food and beverage manufacturers - production, engineering, packaging and procurement leads","trade_exhibition",,true,,,,"Food & Beverage, Manufacturing","Runs 26-29 July 2026 - two weeks after this research date. Triennial cadence - outside the frequency enum; flagged for validation.","https://foodproexpo.com/","https://app.notion.com/p/1366479fedcd4d7f8a33f0b59ec14913"
"Forestry Australia Symposium","2026-10-07","2026-10-09",,"Rex Hotel, Canberra","Canberra","ACT","Forestry Australia","https://www.forestry.org.au","https://www.forestryconference.com.au",,"A national professional gathering for Australia's forestry sector, run by Forestry Australia, alternating between a full Conference in odd years and a Symposium in even years, with a policy/professional focus and modest supplier presence.",,"industry_summit","annual",false,,,,"Agriculture","National professional gathering for the forestry sector - alternates between full Conference (odd years, e.g. Adelaide 2025) and Symposium (even years). 2026 theme: 'The forestry story: strategies for improved awareness, social licence and effective engagement'. Policy/professional focus with modest supplier presence - medium vendor-buyer relevance.","https://www.forestry.org.au/2026-symposium/","https://app.notion.com/p/4ac77f77faf24244a267679a0d053e5c"
"Franchising Expo (+ Start Your Own Business Expo)","2026-08-01","2026-08-02","Melbourne 1-2 Aug 2026 is the next stop; 2026 tour: Brisbane 21-22 Mar, Sydney (ICC) 30-31 May, Melbourne 1-2 Aug",,"Melbourne","VIC","Specialised Events","https://www.specialisedevents.com.au","https://www.franchisingexpo.com.au",,"A touring expo for prospective and existing franchisees and small business owners, run by Specialised Events, featuring exhibitors, free seminars and expert advice; runs alongside the co-ticketed Start Your Own Business Expo.",,"trade_exhibition",,false,,,100,,"Touring franchise and business-opportunity expo series with 100+ exhibitors, free seminars and expert advice; runs alongside the Start Your Own Business Expo (one ticket covers both). Row dated to next upcoming stop (Melbourne); venue for Melbourne edition not confirmed on official site.","https://www.franchisingexpo.com.au/start-your-own-business","https://app.notion.com/p/191fb7f3ad35404ea30c1ea06e0c59c5"
"FTMA National Conference & Trade Expo","2026-05-18","2026-05-20",,"Novotel Sunshine Coast Resort, Twin Waters","Sunshine Coast","QLD","FTMA Australia (Frame & Truss Manufacturers Association)","https://www.ftmanews.com","https://conference.ftmanews.com",,"The biggest event in Australia's timber frame and truss manufacturing / offsite prefabrication industry, run by FTMA Australia, combining conference sessions with a dedicated trade expo day.",,"conference_with_expo",,false,,,,"Construction, Manufacturing","The biggest event in Australia's timber frame & truss manufacturing / offsite timber prefabrication industry. 2026 edition (theme 'At the Crossroads: Reframing for Growth') has run 18-20 May and was reported as record-breaking. Trade expo day 19 May. Next edition dates not yet announced - frequency not formally stated (recent editions roughly annual/biennial), left blank.","https://www.ftmanews.com/index.cfm?module=event&pagemode=indiv&page_id=3046844","https://app.notion.com/p/ff572dbc96a142a880a0dad3e0708976"
"Funerals Australia National Convention","2026-03-19","2026-03-23",,"Novotel Twin Waters Resort","Sunshine Coast","QLD","Funerals Australia (formerly AFDA)","https://funeralsaustralia.org.au","https://funeralsaustralia.org.au/events/",,"National convention of Australia's peak funeral industry body - professional development, industry discussions and supplier sponsorship/networking opportunities.","Funeral directors, funeral home operators and industry suppliers","industry_summit","annual",true,,,,,"Ran 19-23 Mar 2026. National and divisional sponsorship packages offered.","https://funeralsaustralia.org.au/events/","https://app.notion.com/p/6fa120b4c0ed48c9afc374bef9ec16df"
"Future of Financial Services: Data and AI","2026-10-30",,,"Hyatt Regency Sydney","Sydney","NSW","FST Media","https://www.fst.net.au","https://www.fst.net.au/events/future-of-ai-sydney-2026",,"FST Media's forum for data-driven finance, gathering 200+ senior leaders and technology partners to shape AI and data strategy across Australian financial services. Vendors participate as sponsors and technology partners rather than expo exhibitors. A targeted room for data, AI and infrastructure fintechs selling into banks, insurers and super funds.","Data, AI and technology executives at Australian banks, insurers and superannuation funds","industry_summit","annual",true,,200,,"FinTech","2nd annual edition. FST Media runs a wider 'Future of' series plus the Banking Innovation Awards (10 Sep 2026).","https://www.fst.net.au/events/future-of-ai-sydney-2026","https://app.notion.com/p/499f3fc4d95c47a9be77874046805a2a"
"Futurebuild Australia","2027-09-22","2027-09-23",,"ICC Sydney","Sydney","NSW","National Media Pty Limited","https://nationalmedia.com.au","https://futurebuildaustralia.com.au/","https://futurebuildaustralia.com.au/","Australia's leading exhibition for building innovation and sustainable construction, uniting manufacturers and solution providers with architects and builders as the industry works to deliver 1.2 million new homes by 2030. A focused platform for green building and construction-innovation vendors.","Architects, builders, specifiers and decision makers focused on building innovation and sustainability","trade_exhibition","annual",true,,,,"Construction","2026 edition ran 11-13 June at ICC Sydney as part of Design & Build Week (alongside Kitchen+Bath Show and Design Show Australia); 2027 dates (22-23 September, ICC Sydney) confirmed on the official site.","https://futurebuildaustralia.com.au/","https://app.notion.com/p/93c6c6084af7422988ba9e4d393e13bd"
"Games Connect Asia Pacific (GCAP)","2026-10-05","2026-10-07",,,"Melbourne","VIC","IGEA (Interactive Games & Entertainment Association)",,"https://gcap.com.au",,"Australia's leading professional games industry conference, run by IGEA, bringing together game developers, publishers and investors; kicks off Melbourne International Games Week and closes with the Australian Game Developer Awards.",,"industry_summit","annual",false,,,,"Creative Industries, Technology","Australia's leading professional games industry conference, celebrating 20 years in 2026. Kicks off Melbourne International Games Week; closes with the Australian Game Developer Awards (AGDAs) on 7 October. Specific venue not yet published.","https://www.screenhub.com.au/news/games/gcap-2026-dates-2698201/","https://app.notion.com/p/27b1e4aa811d43b3b00ac479e95be520"
"Gartner Cybersecurity & Risk Management Summit Australia","2027-03-15","2027-03-16",,"ICC Sydney","Sydney","NSW","Gartner","https://www.gartner.com","https://www.gartner.com/en/conferences/apac/security-risk-management-australia",,"Gartner's flagship APAC security and risk event, bringing CISOs and senior risk leaders to ICC Sydney alongside a dedicated exhibitor showcase of security solution providers. Exhibiting puts vendors directly in front of budget-holding security executives, while ANZ scale-ups can use it to track enterprise buying priorities.","CISOs, security and risk management leaders, heads of cloud and data security across APAC enterprises","conference_with_expo","annual",true,,,,"Cybersecurity","Renamed from 'Gartner Security & Risk Management Summit'. 2026 edition ran 16-17 March at ICC Sydney; 2027 edition confirmed for 15-16 March 2027 on the official site.","https://www.gartner.com/en/conferences/apac/security-risk-management-australia","https://app.notion.com/p/41fc358ac9844aa5b5f1dde5f9b670b0"
"Gartner IT Symposium/Xpo Australia","2026-09-14","2026-09-16",,"Gold Coast Convention and Exhibition Centre","Gold Coast","QLD","Gartner","https://www.gartner.com","https://www.gartner.com/en/conferences/apac/symposium-australia","https://www.gartner.com/en/conferences/apac/symposium-australia/register","Gartner IT Symposium/Xpo is Australia's most senior enterprise technology gathering, combining the analyst-led conference with a dedicated Xpo exhibition floor at the Gold Coast Convention and Exhibition Centre. For international software vendors it is the single best room of Australian CIO budget-holders; for ANZ founders the Xpo offers direct exposure to enterprise and government buyers evaluating their next technology investments.","CIOs and senior IT executives from Australia's largest enterprises and government agencies","conference_with_expo","annual",true,,,,"Technology","Dates confirmed on official Gartner site. Attendance figures only available via aggregators - left null per verification rules.","https://www.gartner.com/en/conferences/apac/symposium-australia","https://app.notion.com/p/10fff40e8e1d4c46b515f4a32a3efa27"
"Global Sourcing Expo","2026-11-17","2026-11-19",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","IEC Group (International Exhibition & Conference Group)","https://iecgroup.com.au","https://globalsourcingexpo.com.au/","https://iecgroup.eventsair.com/gsem26/gserego","Australia's trade-only sourcing exhibition connecting international manufacturers with Australian retail and brand buyers, running twice yearly in Sydney and Melbourne. For offshore manufacturers, it is the most direct vendor-to-buyer channel into the Australian consumer products market.","Retailers, brands and wholesalers sourcing apparel, textiles, homewares and consumer products from global manufacturers","trade_exhibition","multiple_per_year",true,,,600,"Wholesale, Retail","Sydney 2026 edition (16-18 June, ICC Sydney, 600+ exhibitors per official news) has passed; next edition 17-19 November 2026 at MCEC, confirmed officially. Exhibitor figure from the official site's Sydney announcement.","https://globalsourcingexpo.com.au/","https://app.notion.com/p/b7f72d5fc8144868868519ee7273159d"
"Government Innovation Week Federal","2026-10-21","2026-10-22",,"National Convention Centre Canberra","Canberra","ACT","Public Sector Network","https://publicsectornetwork.com","https://publicsectornetwork.com/events/government-innovation-week-federal-canberra-2026/","https://publicsectornetwork.com/events/government-innovation-week-federal-canberra-2026/","Government Innovation Week Federal bundles Public Sector Network's Digital Leadership Day, Government Innovation Showcase and Government Cyber Security Showcase into two days in Canberra. The showcase format is sponsor-driven, giving technology vendors structured access to federal digital and data leaders three months after Tech in Gov - useful as a second Canberra touchpoint in the same buying cycle.","Federal government senior executives and digital, data and cyber specialists","industry_summit","annual",true,,,,"Government, Technology","Second edition (inaugural ran 11-12 November 2025). Dates confirmed via PSN LinkedIn announcement and Intermedium listing; runs alongside sub-events at National Convention Centre Canberra.","https://publicsectornetwork.com/events/government-innovation-week-federal-canberra-2026/","https://app.notion.com/p/2c8c890c495f4a288b5a2144f19078c8"
"GPCE - General Practice Conference & Exhibition","2026-07-31","2026-08-02",,"Melbourne Convention and Exhibition Centre","Melbourne","VIC","RX Global (Reed Exhibitions)","https://rxglobal.com","https://www.gpce.com.au","https://register.gpce.com.au/melbourne2026","Australia's leading conference and exhibition series for primary care, run in Sydney, Melbourne, Brisbane and Perth each year. Healthcare companies exhibit the latest medical innovations and practice solutions to GPs and primary healthcare professionals attending for accredited CPD education. A repeatable, multi-city route to the general practice buyer base for medtech and health software vendors.","GPs, practice nurses, practice managers, registrars and allied health professionals in primary care","conference_with_expo","multiple_per_year",true,,,,"MedTech","Next edition: Melbourne 31 Jul-2 Aug 2026 (MCEC). Also in 2026: Brisbane 12-13 Sep and Perth 19-20 Sep; Sydney returns 21-23 May 2027 at ICC Sydney (2026 Sydney edition passed).","https://www.gpce.com.au","https://app.notion.com/p/0669bc7461714ae2929abb66ef27c434"
"GRDC Grains Research Updates",,,"Regional series runs each Feb-Mar; 2026 flagship Perth Update ran 16-17 Feb 2026 at Optus Stadium (~750 attendees); 2027 NSW one-day updates announced for Corowa (11 Feb), Condobolin (18 Feb) and Warialda (4 Mar)",,,,"Grains Research and Development Corporation (GRDC)","https://grdc.com.au","https://grdc.com.au/events/list",,"GRDC's national program of grains research update events - flagship two-day updates in Perth and Adelaide plus dozens of regional one-day updates across grain-growing regions each year.","Grain growers, agronomists, advisers, researchers and agtech/input suppliers","industry_summit",,true,,750,,"Agriculture","Touring/regional series - dates left blank per one-row-per-series rule; specific editions listed in next_edition_expected. Attendance figure is for the Perth flagship update.","https://grdc.com.au/events/past-events/2026/grdc-grains-research-update-perth","https://app.notion.com/p/d15b0b5c60bd4ac8b0ee6e31f1339d04"
"Hort Connections","2027-06-07","2027-06-10",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","AUSVEG and the International Fresh Produce Association","https://ausveg.com.au","https://hortconnections.com.au/","https://hortconnections.com.au/","The Southern Hemisphere's premier horticulture conference and trade show, converging the entire fresh produce industry for four days of trade exhibition, awards and networking. Vendors in agtech, packaging, logistics and farm inputs get direct access to grower and retailer buyers.","Vegetable, fruit and floral growers, packers, retailers and horticulture supply chain buyers","conference_with_expo","annual",true,,,,"Agriculture, Food & Beverage","Australia & NZ's premier horticulture conference and trade show - growers, packers and supply chain decision-makers. 2026 edition ran 1-4 Jun at Adelaide Convention Centre; Hort Connections 2027 officially announced (Jun 2026) for 7-10 Jun 2027 at MCEC, Melbourne. Note: the hortconnections.com.au About page stale-lists 'Adelaide Convention Centre' for the 2027 dates - the organiser's official June 2026 announcement (Facebook/Instagram) confirms Melbourne; conflict noted.","https://hortconnections.com.au/about/","https://app.notion.com/p/ad3c7266bda948d4a26d30ded66b253d"
"HR + L&D Innovation & Tech Fest Australia","2026-09-21","2026-09-22",,"Hyatt Regency Sydney","Sydney","NSW","Hannover Fairs Australia (Tech Fest series, Deutsche Messe)","https://www.hfaustralia.com","https://www.techfestconf.com/","https://www.techfestconf.com/aus/tickets-packages","Australia's leading HR and L&D technology festival, uniting people leaders with the HR-tech vendor community around the future of work. A strong showcase channel for HR software entering the Australian market.","HR and L&D leaders, people-technology buyers and workforce transformation teams","conference_with_expo","annual",true,"$1,250-$2,795 +GST (2FOR1 offers available)",,,"Human Resources","Sister events: HR + L&D Tech Fest NZ (Auckland) and Legal Innovation & Tech Fest - same organiser as CeMAT Australia (Run 012).","https://www.techfestconf.com/","https://app.notion.com/p/3491110d016b4710a64f434929815bac"
"IDC CIO Summit Australia","2026-10-20",,,"Sofitel Sydney Darling Harbour","Sydney","NSW","IDC","https://www.idc.com","https://event.idc.com/event/idc-cio-summit-australia/","https://event.idc.com/event/idc-cio-summit-australia/","The IDC CIO Summit Australia is the analyst firm's flagship one-day gathering of Australian technology decision-makers, with 2026 themed around agentic systems and AI-native enterprises. IDC's sponsorship model is built around vendor-to-CIO engagement, with a majority of delegates at C-level or executive leadership across large enterprise and the public sector.","CIOs and senior technology decision-makers from large enterprise and public sector","industry_summit","annual",true,,,,"Technology","Date (20 October 2026) confirmed via IDC Asia/Pacific sponsorship calendar; venue (Sofitel Sydney Darling Harbour, Magnifique Ballroom) on official event site.","https://event.idc.com/event/idc-cio-summit-australia/","https://app.notion.com/p/24cff09f45cd42daa6f48879066ca014"
"Indo Pacific International Maritime Exposition","2027-11-02","2027-11-04",,"ICC Sydney","Sydney","NSW","AMDA Foundation Limited","https://amda.com.au","https://indopacificexpo.com.au/","https://indopacificexpo.com.au/","The region's premier commercial maritime and naval defence exposition, strongly supported by the Royal Australian Navy and the Department of Defence, with an international exhibition and the co-located International Maritime Conference. Sydney has been its home since 2000.","Naval and merchant marine decision makers, defence industry, shore services and government from around the world","trade_exhibition","biennial",true,,,,"Defence, Transport","2025 edition ran 4-6 November at ICC Sydney; 2027 dates (2-4 November) confirmed on the official site and AMDA's events page.","https://indopacificexpo.com.au/","https://app.notion.com/p/05ac1b2c17ae484691d21549b0a96262"
"InsurtechLIVE",,,"February 2027, Sydney (expected; annual - InsurtechLIVE26 ran 18 February 2026 at Doltone House, Jones Bay Wharf, and the official site flags InsurtechLIVE27)",,"Sydney","NSW","Insurtech Australia","https://insurtechaustralia.org","https://insurtechaustralia.org/events/","https://insurtechaustralia.org/events/","Australia's premier insurtech conference, connecting carriers, startups, investors and technology providers with keynotes, a startup pitch competition and networking. The natural landing pad for international insurtechs entering the Australian market.","Insurers, insurtech startups, investors and technology providers across APAC","conference_with_expo","annual",true,"$400-$820 +GST (2026 member/general rates)",,,"Insurtech","One-day format; 2027 dates not yet announced - dates left null per verification rules.","https://insurtechaustralia.org/events/insurtechlive-26/","https://app.notion.com/p/d02b399596c24f06a856ef765101cd28"
"Integrate Expo","2026-09-02","2026-09-04",,"ICC Sydney","Sydney","NSW","Diversified Australia","https://divcom.net.au","https://integrate-expo.com",,"ANZ's premier AV and integrated-technology trade event, run by Diversified Australia, showcasing suppliers across technology zones and co-located with the Security Exhibition & Conference and Fire Safety Expo.",,"conference_with_expo","annual",false,,,120,"Technology","ANZ's premier AV & integrated technology trade event, 17th year. 120+ suppliers across 10 technology zones. Co-located with Security Exhibition & Conference and Fire Safety Expo - combined 2025 figures were 12,800+ attendees and 250+ exhibitors across the co-located shows.","https://iccsydney.com.au/events/integrate-2026/","https://app.notion.com/p/db3b3ccb48074fc6a897d8a3541df175"
"International Dairy Week (IDW)","2027-01-16","2027-01-21",,"Tatura Park Exhibition Centre","Tatura","VIC","International Dairy Week","https://www.idwaus.com","https://www.idwaus.com/",,"The largest annual dairy event in the Southern Hemisphere - a week-long expo, trade show, seminars and one of the world's top five dairy cattle shows, held every January in the Goulburn Valley.","Dairy farmers, cattle breeders, genetics companies, equipment and service suppliers","trade_exhibition","annual",true,,4500,,"Agriculture","2026 edition ran 17-22 Jan with ~4,500 attendees from 20+ countries. Strong trade show component but centred on the cattle show - relevance rated medium for tech vendors.","https://www.idwaus.com/","https://app.notion.com/p/d3ed662f86864488b7fe852f413cf906"
"International Jewellery Fair (IJF)","2026-08-22","2026-08-24",,"ICC Sydney","Sydney","NSW","Expertise Events","https://www.expertiseevents.com.au","https://jewelleryfair.com.au/ijf/","https://expertiseevents.eventsair.com/ijf26/visitor/Site/Register","Australia's premier trade-only jewellery and timepiece event, uniting domestic and international exhibitors under one roof at ICC Sydney Darling Harbour.","Jewellery & timepiece retailers, designers, wholesalers and buying groups","trade_exhibition","annual",true,"Free (trade only)",6600,250,"Retail, Wholesale","Attendance (~6,600) and exhibitor (~250) figures are third-party estimates (10times/exhibitions listings), not from the organiser. Free entry for registered trade.","https://jewelleryfair.com.au/ijf/","https://app.notion.com/p/dc09e7d99f92476fb8009f0104acf99c"
"International Mining and Resources Conference + Expo (IMARC)","2026-10-27","2026-10-29",,"ICC Sydney","Sydney","NSW","Beacon Events","https://beaconevents.com","https://imarcglobal.com/","https://imarcglobal.com/","Australia's largest mining event, uniting global mining leaders with technology, finance and government across six concurrent conferences and a 500+ exhibitor expo. The co-located Mines and Money @ IMARC investment forum adds capital-markets buyers, making it the sector's premier vendor platform.","Mining executives, investors, government, METS suppliers and technology buyers across the full mining value chain","conference_with_expo","annual",true,,12000,500,"Mining","Founding partners: Victorian Government, Austmine, AusIMM and Mines and Money. 2027 edition already confirmed for 12-14 October at ICC Sydney. Exhibitor figure (500+ solution providers) from the event's official channels.","https://imarcglobal.com/","https://app.notion.com/p/8f354667091b420db58eda8aaacbffa9"
"Intersekt","2026-09-03","2026-09-04",,"Crown Promenade Melbourne","Melbourne","VIC","FinTech Australia","https://www.fintechaustralia.org.au","https://www.intersektfestival.com","https://www.intersektfestival.com/get-tickets","Australia's flagship fintech festival, hosted by FinTech Australia as the centrepiece of Fintech Week Australia. It gathers the country's fintechs, banks, regulators, policymakers and investors for two days of talks, roundtables, satellite events and heavy networking. The single best room in the country for an international fintech scoping the Australian market or a local founder scaling up.","Fintechs, banks, regulators, policymakers, investors and corporate innovation buyers","industry_summit","annual",true,,,,"FinTech","Official site and FinTech Australia both list 3-4 Sep 2026; Fintech News Australia lists 2-3 Sep - official dates used. 10th edition.","https://www.fintechaustralia.org.au/events/intersekt-2026","https://app.notion.com/p/9c6cdc5da693451489d1974ae2dd7078"
