Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL,mes_table,mes_id,mes_name,mes_website,match_score,match_candidate_count,chosen_match_reason
Melbourne Angels,Funding,Investor,VIC,"100,000 - 500,000",Monthly pitch nights,Scheduled / Dated,Tech,,Melbourne's leading angel network investing $100K-$500K in early-stage ventures. Monthly member pitch nights and due diligence teams.,https://www.melbourneangels.net/,2026-07-09,https://app.notion.com/p/Melbourne-Angels-3985de222667814ca813c94c8b54605a,investors_public,3142ada4-cf5a-4515-bfa2-2728b7dcec3e,Melbourne Angels,https://melbourneangels.net.au/,1.000,2,exact normalised name match (no domain overlap)
Melt Ventures,Funding,Investor,National,$100k - $1.5m,,Unspecified,CleanTech; DeepTech,,Melbourne-based VC investing $100k–$1.5m in climate and deep tech ventures at Pre-Seed and Seed. Operator-led with hands-on commercialisation support.,https://melt.ventures/,2026-07-09,https://app.notion.com/p/Melt-Ventures-3985de22266781f7862ee8874e06dcbf,investors_public,e0087770-6359-4821-a984-645ca5ed3acc,Melt Ventures,https://themelt.io,1.000,27,exact normalised name match (no domain overlap)
Metagrove Ventures,Funding,Investor,National,$100k - $500k,,Unspecified,CleanTech; HealthTech,,Early-stage VC (formerly Steamworks Ventures) investing $100k–$500k in climate and health ventures at Pre-Seed and Seed.,https://metagrove.vc/,2026-07-09,https://app.notion.com/p/Metagrove-Ventures-3985de222667816eab0fd1a8c1ed69e6,investors_public,3921f7b5-0c38-4cae-9b57-ce6114ae5008,Metagrove Ventures,https://metagrove.vc,1.000,10,exact normalised name + domain match
Microequities Venture Capital Fund,Funding,Investor,National,$500k - $5m,,Unspecified,SaaS,,Sydney-based fund investing $500k–$5m in profitable or near-profitable B2B SaaS companies. Revenue-stage businesses only — not pre-revenue startups.,https://microequities.com.au/,2026-07-09,https://app.notion.com/p/Microequities-Venture-Capital-Fund-3985de22266781d7b850f1af8dea1f0b,investors_public,aa6f79f1-668e-4f88-8115-db6e4c594c89,Microequities Venture Capital Fund,https://www.microequities.com.au,1.000,1,exact normalised name + domain match
Mintelier Capital,Funding,Investor,National,,,Unspecified,Tech,,Investment firm with limited public information. Unverified entity — verify current mandate and legitimacy before engaging.,http://www.mintelier.com/,2026-07-09,https://app.notion.com/p/Mintelier-Capital-3985de2226678129a3a8ef30f842225d,investors_public,4b163763-672f-492f-a40c-6a86dc851df4,Mintelier Capital,,1.000,4,exact normalised name match (no domain overlap)
Monash Generator,Programs,University,VIC,,,Unspecified,,,"Monash University's startup hub. Pre-accelerator and accelerator programs, coworking, and grants for students and alumni ventures.",https://www.monash.edu/generator,2026-07-09,https://app.notion.com/p/Monash-Generator-3985de22266781bc8ca8c60c5d17d063,innovation_ecosystem,b2938657-5397-4daf-b61a-2e2285ff6c4d,Monash Generator,https://www.monash.edu/entrepreneurship,1.000,1,exact normalised name + domain match
Mothership VC,Funding,Investor,National,,,Unspecified,Tech,,Early-stage VC backing ANZ founders. Limited public details on cheque size and sector focus.,https://mothership.vc/,2026-07-09,https://app.notion.com/p/Mothership-VC-3985de222667814fbb4cc3b9d1919bbc,investors_public,a8154a80-e07d-49d7-a851-c08e1f599e31,Mothership VC,https://mothershipvc.com,1.000,1,exact normalised name match (no domain overlap)
muru-D,Programs,Accelerator,National,,No longer running cohorts (pivoted 2020),Inactive,Tech,,LEGACY: Telstra's startup accelerator that ran 2013-2021. No longer operating but alumni network remains active. Listed for historical reference.,https://www.murud.com/,2026-07-09,https://app.notion.com/p/muru-D-3985de22266781039370f603c01cccf9,innovation_ecosystem,87a9787f-400f-4e88-a382-4456c3ad85a2,muru-D,https://www.muru-d.com,1.000,1,exact normalised name match (no domain overlap)
NextGen Ventures,Funding,Investor,National,~$70k,,Unspecified,Tech,,"Micro-VC writing ~$70k first cheques into pre-seed Australian startups. High-volume, early-conviction model.",https://www.nextgenventures.com.au/,2026-07-09,https://app.notion.com/p/NextGen-Ventures-3985de22266781d4a37cf07b414f5531,investors_public,07be2a3d-5600-4387-8b42-02e9de464814,NextGen Ventures,https://www.nextgenventures.com.au,1.000,9,exact normalised name + domain match
NZ Growth Capital Partners,Funding,Investor,National,,,Unspecified,AgTech; HealthTech; DeepTech,,NZ Government-backed investor supporting NZ startups through Aspire fund and Elevate fund-of-funds. Relevant for trans-Tasman ventures.,https://nzgcp.co.nz/,2026-07-09,https://app.notion.com/p/NZ-Growth-Capital-Partners-3985de22266781bfb7c1e763e96f70e4,investors_public,4b151240-9004-46e5-8055-850186864bd8,NZ Growth Capital Partners,https://nzgcp.co.nz,1.000,4,exact normalised name + domain match
OIF Ventures,Funding,Investor,National,$500k - $10m,Always open,Open / Rolling,FinTech; Tech,,Sydney VC investing from seed to Series B. $500M+ AUM backing founders solving enterprise problems. Portfolio includes Go1 and Instaclustr.,https://oifventures.com.au/,2026-07-09,https://app.notion.com/p/OIF-Ventures-3985de22266781829d86e9546db76ec9,investors_public,8ad24ec9-32d4-4a7e-95dc-e2cd531c2de8,OIF Ventures,https://oifventures.com.au,1.000,28,exact normalised name + domain match
Oscar Capital,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based private investment firm. Limited public information on venture mandate.,https://oscarcapital.com.au/,2026-07-09,https://app.notion.com/p/Oscar-Capital-3985de22266781559d11d4827fcc5f68,investors_public,4f127d18-403d-4339-8e9c-6cf74ea8bec5,Oscar Capital,https://www.oscarcapital.com.au,1.000,9,exact normalised name + domain match
Oval Ventures,Funding,Investor,National,~14m JPY,,Unspecified,DeepTech,,Japanese VC with Australian activity. Invests ~¥14m average in early-stage ventures bridging Japan and Oceania markets.,https://oval.ventures/,2026-07-09,https://app.notion.com/p/Oval-Ventures-3985de222667819e844be1a282f3f7ad,investors_public,0c798298-8c41-4ee1-807e-7d502bd34dd7,Oval Ventures,https://oval.ventures,1.000,33,exact normalised name + domain match
Paloma,Funding,Investor,National,,,Unspecified,Tech,,Venture studio building and backing consumer and B2B ventures. Limited public information on current programs.,https://palomagroup.com/,2026-07-09,https://app.notion.com/p/Paloma-3985de22266781078379d552e75a3a29,investors_public,3b76f0a8-f4fd-4a63-a94a-929a64350e61,Paloma,https://palomagroup.com,1.000,1,exact normalised name + domain match
Perle Ventures,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based VC backing early-stage Australian technology companies. Limited public details on mandate.,https://www.perleventures.com/,2026-07-09,https://app.notion.com/p/Perle-Ventures-3985de22266781f7bdd0e3d9711c0977,investors_public,0de5550c-9386-433c-b06b-fec314e70b46,Perle Ventures,https://www.perleventures.com,1.000,29,exact normalised name + domain match
Perth Angels,Funding,Investor,WA,,Monthly events,Scheduled / Dated,Tech,,WA's premier angel investor network. Monthly pitch events connecting Perth startups with local angel investors.,https://www.perthangels.com.au/,2026-07-09,https://app.notion.com/p/Perth-Angels-3985de22266781349d52e1c2bd71e492,investors_public,0251a221-49ec-4a2f-9f9e-2e0848b55e34,Perth Angels,https://www.perthangels.com/,1.000,1,exact normalised name match (no domain overlap)
Phase Alpha,Funding,Investor,National,,,Unspecified,DeepTech,,Deep tech venture firm supporting frontier technology commercialisation in Australia.,https://www.phasealpha.vc/,2026-07-09,https://app.notion.com/p/Phase-Alpha-3985de22266781ff84c3e01066e0866b,investors_public,623cea65-fb69-491a-bc9c-3eb80ed6cbe7,Phase Alpha,https://phasealpha.vc,1.000,1,exact normalised name + domain match
Pinery Capital,Funding,Investor,National,,,Unspecified,Tech,,Private investment firm with Australian venture activity. Limited public information available.,https://pinerycapital.com/,2026-07-09,https://app.notion.com/p/Pinery-Capital-3985de2226678141831ffba95a75cfd5,investors_public,56116b7f-d8a0-45a5-80f0-f818c1a90920,Pinery Capital,https://pinerycapital.com,1.000,10,exact normalised name + domain match
Playbook Ventures,Funding,Investor,VIC,,Always open,Open / Rolling,SaaS,,Melbourne-based early-stage VC backing B2B software founders. Operator-led with portfolio support focus.,https://www.playbookventures.com.au/,2026-07-09,https://app.notion.com/p/Playbook-Ventures-3985de222667819f9a20f3950ca05d68,investors_public,ad200652-b262-4941-8032-f8ad28983302,Playbook Ventures,https://www.playbookventures.com.au/,1.000,6,exact normalised name + domain match
PLUS EIGHT,Programs,Accelerator,WA,,Annual intake,Scheduled / Dated,Tech; CleanTech; HealthTech,,"WA's leading accelerator run by Spacecubed. Seed funding, mentoring, and demo day for Perth startups. Backed by Hawaiian and RAC.",https://pluseight.spacecubed.com/accelerator,2026-07-09,https://app.notion.com/p/PLUS-EIGHT-3985de22266781da941affe3a88b5491,innovation_ecosystem,7a49b005-34e3-49f0-8733-86b921fc7653,Plus Eight,https://pluseight.spacecubed.com/,1.000,2,exact normalised name + domain match
Polipo Ventures,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based early-stage investor. Limited public information on mandate and cheque size.,https://www.polipoventures.com/,2026-07-09,https://app.notion.com/p/Polipo-Ventures-3985de22266781178122e17bea6ed77d,investors_public,58d22312-1570-4047-a2b4-683ad0dbba71,Polipo Ventures,https://polipoventures.com,1.000,19,exact normalised name + domain match
Possible Ventures,Funding,Investor,National,,,Unspecified,DeepTech; CleanTech,,"Global VC investing in science-enabled ventures across climate, health, and deep tech. Active in Australia with pre-seed and seed cheques.",https://possible.ventures/,2026-07-09,https://app.notion.com/p/Possible-Ventures-3985de22266781c0a825d4ef43b91fe1,investors_public,4386d38c-b3eb-4871-ac7f-b7300e4414f3,Possible Ventures,https://possible.ventures,1.000,13,exact normalised name + domain match
Prosus Ventures,Funding,Investor,National,,,Unspecified,FinTech; EdTech; Tech,,"Global growth investor (Naspers group) backing marketplace, fintech, and edtech companies. Selective Australian activity at growth stages.",https://www.prosus.com/ventures/,2026-07-09,https://app.notion.com/p/Prosus-Ventures-3985de22266781d489eeed4af41a955b,investors_public,6463aa79-e5b6-4565-95a6-5ce34ee8f1cf,Prosus Ventures,https://www.prosus.com/prosus-ventures,1.000,19,exact normalised name + domain match
Proto Axiom,Funding,Investor,National,,,Unspecified,BioTech; LifeSciences,,Sydney-based biotech venture builder creating and funding life sciences companies from Australian research.,https://protoaxiom.com/,2026-07-09,https://app.notion.com/p/Proto-Axiom-3985de222667815bb8a4e520a54bcaee,investors_public,426b3d7d-3633-4049-adbd-03024bf585c0,Proto Axiom,https://protoaxiom.com,1.000,1,exact normalised name + domain match
Purpose Ventures,Funding,Investor,WA,,Always open,Open / Rolling,CleanTech; Tech,,Perth-based fund investing in purpose-driven WA ventures. Patient capital for impact-oriented founders.,https://purpose.ventures/,2026-07-09,https://app.notion.com/p/Purpose-Ventures-3985de22266781048556c14f1e982dc8,investors_public,b7faf9a0-d992-4393-b027-148f9b57d54f,Purpose Ventures,https://purpose.ventures,1.000,16,exact normalised name + domain match
PwC Scaleup Network,Connections,Community,National,,,Unspecified,,,"PwC's program connecting scaleups with corporate clients, advisory support, and investor networks.",https://www.pwc.com.au/,2026-07-09,https://app.notion.com/p/PwC-Scaleup-Network-3985de2226678167b74af369d6062479,service_providers,a39a11ca-a2f2-48c3-ac24-d37bf0a33d03,PwC Australia,https://pwc.com.au,0.800,1,full-host match + name similarity 0.80
QIC Ventures,Funding,Investor,QLD,,,Unspecified,Tech,,Queensland Investment Corporation's venture arm investing in growth companies strategically relevant to Queensland.,https://www.qic.com/,2026-07-09,https://app.notion.com/p/QIC-Ventures-3985de22266781a093b3f10e86702b19,investors_public,0de3a55a-eb3e-4a64-9a5b-314d236b4f75,QIC Ventures,https://www.qic.com,1.000,26,exact normalised name + domain match
Qualgro VC,Funding,Investor,National,$1m - $5m,,Unspecified,SaaS; AI/ML,,"Singapore-based VC investing US$1m–$5m at Series A and B in B2B data, AI, and SaaS companies across Southeast Asia and Australia.",https://qualgro.com/,2026-07-09,https://app.notion.com/p/Qualgro-VC-3985de22266781bca4f6dbd3095bea8f,investors_public,3cf6e0b3-1e64-475d-befc-072798c8a1eb,Qualgro VC,https://www.qualgro.com,1.000,1,exact normalised name + domain match
R&D Tax Incentive,Funding,Grant,National,Up to 43.5% offset,Claim annually,Scheduled / Dated,,,Federal tax offset up to 43.5% refundable for eligible R&D activities. Australia's largest innovation support program.,https://business.gov.au/grants-and-programs/research-and-development-tax-incentive,2026-07-09,https://app.notion.com/p/R-D-Tax-Incentive-3985de22266781df8f42e7b01737fb9b,investors_public,707f761b-20d5-4a45-bfe0-4e78b07b059d,R&D Tax Incentive,https://www.business.gov.au/grants-and-programs/research-and-development-tax-incentive,1.000,2,exact normalised name + domain match
Radium Capital,Funding,Investor,National,"50,000 - 10 million",Apply anytime,Open / Rolling,Tech,,R&D advance funding specialist. Quarterly advances against R&D Tax Incentive claims so companies access refunds early.,https://radiumcapital.com.au/,2026-07-09,https://app.notion.com/p/Radium-Capital-3985de22266781479799c2a8c2b5ae42,service_providers,0b407efa-394a-43e0-a4f9-47b608c116d8,Radium Capital,https://radiumcapital.com.au,1.000,5,exact normalised name + domain match
Rampersand,Funding,Investor,National,$250k - $2.5m first cheque,Always open,Open / Rolling,Tech,,"Melbourne and Sydney VC backing pre-seed and seed founders since 2013. Data-led, hands-on support model.",https://www.rampersand.vc/,2026-07-09,https://app.notion.com/p/Rampersand-3985de22266781e19d08c2e57449006d,investors_public,6599dec4-ef9a-4f4a-8abe-c0cdb6241d0c,Rampersand,https://www.rampersand.vc/,1.000,1,exact normalised name + domain match
ReGen Ventures,Funding,Investor,National,$250k - $3m,,Unspecified,CleanTech; DeepTech,,"Regenerative-focused VC investing US$250k–$3m in ventures restoring planetary health: food, materials, and ecosystems.",https://www.regen.vc/,2026-07-09,https://app.notion.com/p/ReGen-Ventures-3985de222667815dbce2efca2e391dc8,investors_public,1cf4029b-32a8-454f-b741-9138055c47f2,ReGen Ventures,https://www.regen.vc,1.000,24,exact normalised name + domain match
Regional Angels,Funding,Investor,National,,,Unspecified,Tech,Regional,Angel network investing in regional Australian startups. Connects regional founders with capital and mentoring.,https://regionalangels.com.au/,2026-07-09,https://app.notion.com/p/Regional-Angels-3985de22266781c1808ddf5e26deded4,investors_public,3948a87e-f32c-4bf0-aa74-a7ab0108db9f,Geelong Angels,https://regionalangels.com.au,0.690,1,full-host match + name similarity 0.69
Remarkable Australia+ Accelerator,Programs,Accelerator,National,"$75,000 seed funding",2026 dates TBA,Scheduled / Dated,HealthTech,Disability,Disability tech accelerator by Cerebral Palsy Alliance. Backs startups building technology for disability inclusion. Equity-free grants.,https://www.remarkable.org/,2026-07-09,https://app.notion.com/p/Remarkable-Australia-Accelerator-3985de2226678197934af6da61133d88,innovation_ecosystem,1eed147d-d654-406e-8557-f77102375900,Remarkable,https://www.remarkable.org/,0.800,1,full-host match + name similarity 0.80
Right Click Capital,Funding,Investor,National,$100k – $10m (leads up to $10m; pre-seed to Series B),Always open,Open / Rolling,Tech; Cybersecurity; AI,,Sydney VC investing in internet and technology businesses at seed through Series B. Growth-focused with founder-first approach.,https://www.rightclickcapital.com/,2026-07-09,https://app.notion.com/p/Right-Click-Capital-3985de22266781b59aaafd31895ac650,investors_public,0e7ce0ae-70ac-4819-bdaf-48dbdb305cbe,Right Click Capital,https://www.rightclickcapital.com/,1.000,4,exact normalised name + domain match
Runway Geelong,Programs,Accelerator,VIC,,,Unspecified,Tech,,"Geelong's startup incubator supporting regional Victorian founders with programs, mentoring, and coworking.",https://runwayhq.co/,2026-07-09,https://app.notion.com/p/Runway-Geelong-3985de222667819fb9b0f0f93ece17d5,innovation_ecosystem,c1b39b46-153e-48f5-aa11-86c8562e81ed,Runway HQ,https://runwayhq.co/,0.609,1,full-host match + name similarity 0.61
SA Seed-Start Program,Funding,Grant,SA,"50,000 - 500,000",Open now,Open / Rolling,,,SA Government's flagship startup grants: Seed grants $50K-$100K and Start grants up to $500K matched funding for SA startups.,https://business.sa.gov.au/programs/grant-programs,2026-07-09,https://app.notion.com/p/SA-Seed-Start-Program-3985de222667817cb3a1e515fe8f208f,investors_public,928f3a3a-d8f5-40ca-a41b-c3dfc3d00448,Seed-Start Program,https://fixe.org.au/community/grants-funding/seed-start,0.923,2,high name similarity 0.92 (no domain data overlap)
Salus Ventures,Funding,Investor,National,,,Unspecified,DeepTech; Cybersecurity,,"Sydney-based VC investing in national security and dual-use technology: cyber, space, AI, and defence applications.",https://www.salus.vc/,2026-07-09,https://app.notion.com/p/Salus-Ventures-3985de2226678107bc62c977cc0eee7f,investors_public,defb87ea-a68a-4723-951f-135433ced8bc,Salus Ventures,https://www.salus.vc/,1.000,25,exact normalised name + domain match
Sapien Ventures,Funding,Investor,NSW,$500k – $2m (FinTech/blockchain; seed to Series A),,Unspecified,FinTech; AI/ML,,"Sydney VC investing in fintech, blockchain, and marketplace startups. China-Australia cross-border expertise.",https://sapienventures.com.au/,2026-07-09,https://app.notion.com/p/Sapien-Ventures-3985de22266781fdbbbad10f7079fe8c,investors_public,8583215b-f0f3-474e-90d6-53cc5015a52f,Sapien Ventures,https://www.sapienventures.vc/,1.000,22,exact normalised name match (no domain overlap)
Scale Investors,Funding,Investor,National,"100,000 - 3,500,000",Apply anytime,Open / Rolling,Tech,Women,Australia's leading gender-lens investor. Angel network and fund backing women-led startups $100K-$3.5M.,https://www.scaleinvestors.com.au/,2026-07-09,https://app.notion.com/p/Scale-Investors-3985de22266781dcbb8cc25bb86b8c80,investors_public,8bdc12e1-5398-442e-8d5d-891dc6717045,Scale Investors,https://www.scaleinvestors.com.au,1.000,2,exact normalised name + domain match
SecondQuarter Ventures,Funding,Investor,National,Secondaries fund (buys existing stakes from founders/employees; Fund III targeting $4bn liquidity),,Unspecified,Tech; SaaS,,"Secondary-focused fund buying shares from early employees and investors in Australian scaleups. Liquidity solutions, not primary funding.",https://www.secondquarter.vc/,2026-07-09,https://app.notion.com/p/SecondQuarter-Ventures-3985de22266781dab203d84439510174,investors_public,7489afbe-6bce-4a9b-b92e-8707ac9284fe,SecondQuarter Ventures,https://secondquarter.vc/,1.000,2,exact normalised name + domain match
Seed Space Venture Capital,Funding,Investor,NSW,$100k – $1m (FinTech seed to Series A),,Unspecified,FinTech,,Fintech-focused VC (Ledger Investing group) with Sydney presence investing in insurtech and financial infrastructure.,https://seedspace.vc/,2026-07-09,https://app.notion.com/p/Seed-Space-Venture-Capital-3985de222667812199d6d179af1b5753,investors_public,a81e2b23-2b50-42a1-a124-6060452bdd83,Seed Space Venture Capital,https://www.seedspace.vc,1.000,2,exact normalised name + domain match
SEEK Investments,Funding,Investor,VIC,,Always open,Open / Rolling,EdTech,,"SEEK's strategic investment arm backing HR tech, edtech, and online employment ventures globally.",https://www.seekinvestments.com/,2026-07-09,https://app.notion.com/p/SEEK-Investments-3985de22266781928e4ff8c4eac66c92,investors_public,f12489d4-95e1-4675-a100-86955bb0b6bf,SEEK Investments,https://www.seekinvestments.com/,1.000,4,exact normalised name + domain match
Shearwater Capital,Funding,Investor,National,,,Unspecified,SaaS,,Growth equity firm investing in established B2B software companies. Later-stage focus with operational involvement.,https://www.shearwater.co/,2026-07-09,https://app.notion.com/p/Shearwater-Capital-3985de22266781328ea4dc33ef80729e,investors_public,b66eff82-67d8-4770-9ab7-bbb59b845137,Shearwater Capital,https://www.shearwater.co/,1.000,4,exact normalised name + domain match
Side Stage Ventures,Funding,Investor,National,Up to $500k,,Unspecified,SaaS; Tech,,Sydney-based VC writing cheques up to $500k at Pre-Seed and Seed. Backs ANZ software founders building global products.,https://sidestage.vc/,2026-07-09,https://app.notion.com/p/Side-Stage-Ventures-3985de22266781b8827fea0f418bf2fd,investors_public,75f89b80-d583-4691-9fc5-35d037a63be6,Side Stage Ventures,https://www.sidestage.vc,1.000,5,exact normalised name + domain match
Signal Ventures,Funding,Investor,National,,,Unspecified,FinTech,,Early-stage fintech investor backing Australian financial technology startups at seed stage.,https://signal.vc/,2026-07-09,https://app.notion.com/p/Signal-Ventures-3985de22266781d89f77e9416ffebf21,investors_public,ad6566a3-c149-431e-8059-9843e4f40f0f,Signal Ventures,https://signal.vc/,1.000,24,exact normalised name + domain match
Significant Ventures,Funding,Investor,National,$100k - $500k,,Unspecified,Tech,,Melbourne-based VC investing $100k–$500k in early-stage ventures with significant impact potential.,https://www.significant.vc/,2026-07-09,https://app.notion.com/p/Significant-Ventures-3985de2226678160969aee9ce3e5a612,investors_public,fc87edbb-6f6b-487f-813f-cb221cf72e24,Significant Early Venture Capital (Significant Ventures),https://www.significant.vc,0.800,3,full-host match + name similarity 0.80
Skalata Ventures,Funding,Investor,VIC,$100k - $300k initial (follow-on to $1m+),Always open,Open / Rolling,Tech,,Melbourne seed fund investing standard $150K into high-potential startups with structured 6-month program. 100+ portfolio companies.,https://www.skalata.co/,2026-07-09,https://app.notion.com/p/Skalata-Ventures-3985de2226678117b94cdd6f3ca1c88e,investors_public,30ac1400-b552-4e95-acf8-c52b77fdad1e,Skalata Ventures,https://www.skalata.vc/,1.000,11,exact normalised name match (no domain overlap)
Skip Capital,Funding,Investor,National,,Always open,Open / Rolling,Tech,,"Kim Jackson and Scott Farquhar's private fund investing in infrastructure, technology, and climate ventures.",https://skipcapital.com/,2026-07-09,https://app.notion.com/p/Skip-Capital-3985de22266781758600d568b76626a7,investors_public,d2377ef3-2f02-4c51-a63c-81c79181c9bd,Skip Capital,https://www.skipcapital.com,1.000,7,exact normalised name + domain match
Slingshot,Programs,Accelerator,National,"$30,000 - $50,000 seed (corporate programs)",Bespoke corporate cohorts (12 weeks),Unspecified,Tech,,Corporate accelerator operator running programs for major Australian corporates connecting startups with enterprise customers.,https://www.slingshotters.com/,2026-07-09,https://app.notion.com/p/Slingshot-3985de222667813bbe80cb20642ae547,innovation_ecosystem,9e23166a-261b-429c-b7f7-7194e4778dd9,Slingshot,https://www.slingshotters.com,1.000,1,exact normalised name + domain match
Social Ventures Australia,Funding,Investor,National,$500k+,,Unspecified,Tech,,"Impact investor and advisor. Social impact bonds, impact-first funds, and advisory for ventures addressing disadvantage.",https://www.socialventures.com.au/,2026-07-09,https://app.notion.com/p/Social-Ventures-Australia-3985de22266781b8a6fec4fb23f70932,investors_public,10be8b51-884d-4778-8bf9-d9699056992b,Social Ventures Australia,https://www.socialventures.com.au/,1.000,23,exact normalised name + domain match
South Australian Venture Capital Fund,Funding,Investor,SA,$400k - $2.5m,,Unspecified,Tech,,SA Government-backed fund investing $400k–$2.5m in South Australian startups at seed through Series A. Managed by Artesian.,https://www.savcf.com.au/,2026-07-09,https://app.notion.com/p/South-Australian-Venture-Capital-Fund-3985de222667813f9971e5daeadfe5fd,investors_public,ae27fd76-0457-4ee8-a20a-cee264bb43d4,South Australian Venture Capital Fund (SAVCF),https://www.savcfund.com/,0.925,1,high name similarity 0.93 (no domain data overlap)
Southern Cross Venture Partners,Funding,Investor,National,$2m - $5m,,Unspecified,DeepTech; CleanTech; SaaS,,Cross-border VC investing $2m–$5m in Australian deep tech companies expanding to Asia and the US. Clean energy and enterprise software focus.,https://scvp.com.au/,2026-07-09,https://app.notion.com/p/Southern-Cross-Venture-Partners-3985de22266781f0a3f7f124146bfc50,investors_public,07abf27a-d042-4438-8b58-3f85486f57b2,Southern Cross Venture Partners,https://www.sxvp.com,1.000,1,exact normalised name match (no domain overlap)
SparkLabs Cultiv8,Programs,Accelerator,NSW,"100,000",Annual intake,Scheduled / Dated,AgTech,,"AgTech and FoodTech accelerator based in Orange, NSW. 3-month program focused on agricultural innovation.",https://www.sparklabscultiv8.com/,2026-07-09,https://app.notion.com/p/SparkLabs-Cultiv8-3985de22266781598e01f4ecdac204d4,innovation_ecosystem,310e4b5e-d498-4d4e-9b93-fe76259c4079,Sparklabs Cultiv8,https://www.sparklabscultiv8.com/,1.000,1,exact normalised name + domain match
Sprint Ventures,Funding,Investor,National,,,Unspecified,HealthTech; CleanTech,,"Brisbane-based VC investing from Pre-Seed to Series A in B2B SaaS across HealthTech and Aged Care, AI and Automation, and Infrastructure and ClimateTech. Looks for founders with an MVP, sales traction, and early retention. Patient capital model. QLD-founded but invests nationally. Cheque size not publicly disclosed.",https://www.sprintventures.com.au/,2026-07-09,https://app.notion.com/p/Sprint-Ventures-3985de222667815da00ef8dbe1a89f93,investors_public,c746b6c0-6a36-4ffd-888c-31bc25712723,Sprint Ventures,https://www.sprint.vc,1.000,19,exact normalised name match (no domain overlap)
Square Peg Capital,Funding,Investor,National,$2m - $10m (Seed to Series A),Always open,Open / Rolling,Tech,,"Australia's largest VC fund with $3B+ AUM. Invests from Series A across Australia, Southeast Asia, and Israel. Portfolio includes Canva, Airwallex, Rokt.",https://www.squarepeg.vc/,2026-07-09,https://app.notion.com/p/Square-Peg-Capital-3985de2226678195861ee00848857244,investors_public,e744f94b-ed89-4522-ba93-724691de4c5b,Square Peg Capital,https://www.squarepegcap.com,1.000,2,exact normalised name match (no domain overlap)
Standard Ledger,Advice,Expert,National,,,Unspecified,,,"Startup accountants and CFO services. R&D tax, ESOP setup, and financial modelling for early-stage companies.",https://www.standardledger.co/,2026-07-09,https://app.notion.com/p/Standard-Ledger-3985de22266781ba8364c09b3fb1c1c1,service_providers,7d2a9082-d864-480b-9f2b-6df72ede6784,Standard Ledger,https://www.standardledger.co,1.000,1,exact normalised name + domain match
Starfish Ventures,Funding,Investor,National,$1m - $5m,,Unspecified,LifeSciences,,Melbourne VC investing $1m–$5m in life sciences and technology ventures. One of Australia's longest-running VC firms.,https://www.starfish.vc/,2026-07-09,https://app.notion.com/p/Starfish-Ventures-3985de22266781149507fcde0420b256,investors_public,08b5e914-0d37-40a5-aeca-70a436954e3d,Starfish Ventures,https://www.starfishvc.com/,1.000,10,exact normalised name match (no domain overlap)
Steamworks Ventures,Funding,Investor,National,,,Unspecified,,,REBRANDED to Metagrove Ventures. Listed for reference — see Metagrove Ventures entry for current details.,https://www.steamventures.co/,2026-07-09,https://app.notion.com/p/Steamworks-Ventures-3985de22266781ec949bdbe706dbf524,investors_public,0534a06c-7628-4d6a-a072-4a16d38612f0,Steamworks Ventures,http://www.steamworks.vc/,1.000,6,exact normalised name match (no domain overlap)
Stoic VC,Funding,Investor,National,$100k - $1m,,Unspecified,DeepTech,,Early-stage VC investing $100k–$1m in Australian deep tech and research-driven startups at pre-seed and seed.,https://stoic.vc/,2026-07-09,https://app.notion.com/p/Stoic-VC-3985de22266781528762db60606a288c,investors_public,9b18faf5-7ce1-4e2f-8c71-5b2d220f91d6,Stoic VC,https://www.stoicvc.com.au,1.000,1,exact normalised name match (no domain overlap)
Stone & Chalk,Programs,Accelerator,National,,,Unspecified,FinTech,,"Australia's largest innovation community for emerging tech. Hubs in Sydney, Melbourne, and Adelaide supporting fintech and startups.",https://www.stoneandchalk.com.au/,2026-07-09,https://app.notion.com/p/Stone-Chalk-3985de22266781bd92aec922ad689ddd,service_providers,79f11588-6038-45eb-92b8-61e2cf4df99f,Stone & Chalk,https://www.stoneandchalk.com.au/,1.000,3,exact normalised name + domain match
Strata Vision Fund,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based fund with limited public information. Verify mandate before engaging.,https://www.stratavision.fund/,2026-07-09,https://app.notion.com/p/Strata-Vision-Fund-3985de2226678191bc33ed4fce8a310b,investors_public,0d000901-02bd-4320-9373-1b5f224d077d,Strata Vision Fund,https://stratavision.fund/,1.000,1,exact normalised name + domain match
Sydney Angels,Funding,Investor,NSW,"100,000 - 1M",Monthly pitch nights,Scheduled / Dated,Tech,,Australia's first angel group investing $100K-$1M in early-stage startups. Sidecar fund co-invests alongside members.,https://www.sydneyangels.net.au/,2026-07-09,https://app.notion.com/p/Sydney-Angels-3985de22266781ab9735d020eab82792,investors_public,916262cf-a243-4aff-a974-445fa7888bd9,Sydney Angels,https://www.sydneyangels.net.au/,1.000,1,exact normalised name + domain match
